state_id,test_id,branch_id,stage_id,stage,position,system_id,state_descriptor,evidence_class,baseline_or_scenario,scenario_state_ids,phase16a_rule_id,source_lineage,notes
STATE-16B-015,P16B-CAND-003,P16B-003-TRANSPORT,P16B-CAND-003-P16B-003-TRANSPORT-STAGE-01,1,source,SYS-FREIGHT,freight constrained,OBSERVED_DOCUMENTED,baseline,,RULE-16A-019,data/processed/networks/freight_dependency_edges.csv#AR-5C-FDE-013-a496499f,"Applied qualitative system state copied from the selected Phase 16A rule; descriptor is not a score, forecast, or failure claim."
STATE-16B-016,P16B-CAND-003,P16B-003-TRANSPORT,P16B-CAND-003-P16B-003-TRANSPORT-STAGE-01,1,target,SYS-ENERGY,generalized fuel/material input interface may be constrained,OBSERVED_DOCUMENTED,baseline,,RULE-16A-019,data/processed/networks/freight_dependency_edges.csv#AR-5C-FDE-013-a496499f,"Applied qualitative system state copied from the selected Phase 16A rule; descriptor is not a score, forecast, or failure claim."
STATE-16B-017,P16B-CAND-003,P16B-003-FUEL,P16B-CAND-003-P16B-003-FUEL-STAGE-01,1,source,SYS-FREIGHT,fuel/material input constrained,OBSERVED_DOCUMENTED,baseline,,RULE-16A-020,data/processed/networks/freight_dependency_edges.csv#AR-5C-FDE-013-a496499f,"Applied qualitative system state copied from the selected Phase 16A rule; descriptor is not a score, forecast, or failure claim."
STATE-16B-018,P16B-CAND-003,P16B-003-FUEL,P16B-CAND-003-P16B-003-FUEL-STAGE-01,1,target,SYS-ENERGY,energy-related freight interface may be constrained,OBSERVED_DOCUMENTED,baseline,,RULE-16A-020,data/processed/networks/freight_dependency_edges.csv#AR-5C-FDE-013-a496499f,"Applied qualitative system state copied from the selected Phase 16A rule; descriptor is not a score, forecast, or failure claim."
STATE-16B-019,P16B-CAND-004,P16B-004-INFECTIOUS-DATA,P16B-CAND-004-P16B-004-INFECTIOUS-DATA-STAGE-01,1,source,SYS-INFECTIOUS-DISEASE,disease surveillance pressure,INFERRED,baseline,,RULE-16A-022,data/processed/analysis/infectious_disease_dependency_register.csv#AR-13B-IDB-006-1b416a5c,"Applied qualitative system state copied from the selected Phase 16A rule; descriptor is not a score, forecast, or failure claim."
STATE-16B-020,P16B-CAND-004,P16B-004-INFECTIOUS-DATA,P16B-CAND-004-P16B-004-INFECTIOUS-DATA-STAGE-01,1,target,SYS-DATA,surveillance and reporting may become degraded or delayed,INFERRED,baseline,,RULE-16A-022,data/processed/analysis/infectious_disease_dependency_register.csv#AR-13B-IDB-006-1b416a5c,"Applied qualitative system state copied from the selected Phase 16A rule; descriptor is not a score, forecast, or failure claim."
STATE-16B-021,P16B-CAND-004,P16B-004-INFECTIOUS-GOVERNANCE,P16B-CAND-004-P16B-004-INFECTIOUS-GOVERNANCE-STAGE-01,1,source,SYS-INFECTIOUS-DISEASE,disease surveillance pressure,INFERRED,baseline,,RULE-16A-023,data/processed/analysis/infectious_disease_dependency_register.csv#AR-13B-IDB-029-40f322e0,"Applied qualitative system state copied from the selected Phase 16A rule; descriptor is not a score, forecast, or failure claim."
STATE-16B-022,P16B-CAND-004,P16B-004-INFECTIOUS-GOVERNANCE,P16B-CAND-004-P16B-004-INFECTIOUS-GOVERNANCE-STAGE-01,1,target,SYS-GOVERNANCE,governance/coordination interface may become constrained,INFERRED,baseline,,RULE-16A-023,data/processed/analysis/infectious_disease_dependency_register.csv#AR-13B-IDB-029-40f322e0,"Applied qualitative system state copied from the selected Phase 16A rule; descriptor is not a score, forecast, or failure claim."
STATE-16B-023,P16B-CAND-004,P16B-004-SURVEILLANCE,P16B-CAND-004-P16B-004-SURVEILLANCE-STAGE-01,1,source,SYS-DATA,observation/detection degraded,INFERRED,baseline,,RULE-16A-026,data/processed/analysis/infectious_disease_dependency_register.csv#AR-13B-IDB-012-50ef95ce,"Applied qualitative system state copied from the selected Phase 16A rule; descriptor is not a score, forecast, or failure claim."
STATE-16B-024,P16B-CAND-004,P16B-004-SURVEILLANCE,P16B-CAND-004-P16B-004-SURVEILLANCE-STAGE-01,1,target,SYS-GOVERNANCE,governance coordination may become less observable or delayed,INFERRED,baseline,,RULE-16A-026,data/processed/analysis/infectious_disease_dependency_register.csv#AR-13B-IDB-012-50ef95ce,"Applied qualitative system state copied from the selected Phase 16A rule; descriptor is not a score, forecast, or failure claim."
STATE-16B-025,P16B-CAND-004,P16B-004-PRIVACY,P16B-CAND-004-P16B-004-PRIVACY-STAGE-01,1,source,SYS-DATA,data access constrained,SCENARIO_STATE,scenario-conditioned,TDS-A2050-02,RULE-16A-033,data/processed/scenarios/technology_dependency_states.csv#TDS-A2050-02,"Applied qualitative system state copied from the selected Phase 16A rule; descriptor is not a score, forecast, or failure claim."
STATE-16B-026,P16B-CAND-004,P16B-004-PRIVACY,P16B-CAND-004-P16B-004-PRIVACY-STAGE-01,1,target,SYS-GOVERNANCE,governance/data interface may become constrained or redistributed,SCENARIO_STATE,scenario-conditioned,TDS-A2050-02,RULE-16A-033,data/processed/scenarios/technology_dependency_states.csv#TDS-A2050-02,"Applied qualitative system state copied from the selected Phase 16A rule; descriptor is not a score, forecast, or failure claim."
