taxonomy_id,source_phase,source_artifact,local_field,local_term,local_term_count,proposed_high_level_class,normalization_status,semantic_compatibility,information_preserved,information_lost_or_caveat
RT-0053,11,data/processed/networks/population_settlement_future_relationships.csv,relationship_type,polycentric_adaptive_interface,36,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0054,11,data/processed/networks/population_settlement_future_relationships.csv,relationship_type,uneven_change_infrastructure_strain_interface,36,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0055,11,data/processed/networks/population_settlement_relationships.csv,relationship_type,contains_settlement,34,population / mobility interface,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Aggregate population or mobility relation; not individual movement or transmission.
RT-0056,11,data/processed/networks/population_settlement_relationships.csv,relationship_type,employment_concentration,10,unclassified candidate,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",No 14A normalization asserted; retain the local term for Phase 14B review.
RT-0057,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,case_transmission_boundary,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0058,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,container_habitat,2,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0059,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,detection_interface,2,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0060,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,effort_detection_boundary,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0061,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,environmental_driver,2,physical flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Physical or hydrologic relation; geometry and quantity remain native to the source.
RT-0062,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,habitat_association,1,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0063,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,habitat_interface,2,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0064,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,habitat_opportunity,1,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0065,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,health_boundary,1,exposure pathway,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Exposure or contact interface; not dose, illness, or risk."
RT-0066,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,hold_preservation,1,unclassified candidate,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",No 14A normalization asserted; retain the local term for Phase 14B review.
RT-0067,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,host_association,2,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0068,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,information_to_decision,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0069,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,monitoring_control_boundary,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0070,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,observation_interface,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0071,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,potential_interface,2,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0072,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,questing_habitat,1,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0073,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,scale_boundary,1,high-level interface / association,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Generic or boundary term; semantic direction and strength require local interpretation.
RT-0074,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,seasonal_development,3,unclassified candidate,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",No 14A normalization asserted; retain the local term for Phase 14B review.
RT-0075,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,separation_rule,1,high-level interface / association,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Generic or boundary term; semantic direction and strength require local interpretation.
RT-0076,12,data/processed/analysis/vector_system_dependency_register.csv,relationship_type,woodland_habitat,1,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0077,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,case_transmission_boundary,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0078,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,container_habitat,2,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0079,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,detection_interface,2,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0080,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,effort_detection_boundary,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0081,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,environmental_driver,2,physical flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Physical or hydrologic relation; geometry and quantity remain native to the source.
RT-0082,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,habitat_association,1,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0083,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,habitat_interface,2,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0084,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,habitat_opportunity,1,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0085,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,health_boundary,1,exposure pathway,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Exposure or contact interface; not dose, illness, or risk."
RT-0086,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,hold_preservation,1,unclassified candidate,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",No 14A normalization asserted; retain the local term for Phase 14B review.
RT-0087,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,host_association,2,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0088,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,information_to_decision,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0089,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,monitoring_control_boundary,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0090,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,observation_interface,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0091,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,potential_interface,2,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0092,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,questing_habitat,1,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0093,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,scale_boundary,1,high-level interface / association,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Generic or boundary term; semantic direction and strength require local interpretation.
RT-0094,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,seasonal_development,3,unclassified candidate,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",No 14A normalization asserted; retain the local term for Phase 14B review.
RT-0095,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,separation_rule,1,high-level interface / association,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Generic or boundary term; semantic direction and strength require local interpretation.
RT-0096,12,data/processed/networks/vector_system_dependency_edges.csv,relationship_type,woodland_habitat,1,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0097,13,data/processed/analysis/infectious_disease_dependency_register.csv,dependency_type,ecological mediator,4,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0098,13,data/processed/analysis/infectious_disease_dependency_register.csv,dependency_type,environmental driver,3,physical flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Physical or hydrologic relation; geometry and quantity remain native to the source.
RT-0099,13,data/processed/analysis/infectious_disease_dependency_register.csv,dependency_type,food/freight interface,3,material flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Material/logistics relation; route or quantity is not implied.
RT-0100,13,data/processed/analysis/infectious_disease_dependency_register.csv,dependency_type,healthcare interface,2,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0101,13,data/processed/analysis/infectious_disease_dependency_register.csv,dependency_type,infrastructure dependency,2,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0102,13,data/processed/analysis/infectious_disease_dependency_register.csv,dependency_type,institutional response dependency,5,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
RT-0103,13,data/processed/analysis/infectious_disease_dependency_register.csv,dependency_type,mobility interface,1,population / mobility interface,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Aggregate population or mobility relation; not individual movement or transmission.
RT-0104,13,data/processed/analysis/infectious_disease_dependency_register.csv,dependency_type,population/contact interface,6,population / mobility interface,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Aggregate population or mobility relation; not individual movement or transmission.
RT-0105,13,data/processed/analysis/infectious_disease_dependency_register.csv,dependency_type,surveillance dependency,10,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0106,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,complements_detection,1,information / observation,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Observation or detection relation; not a physical or causal edge.
RT-0107,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,conditions_exposure_opportunity,1,exposure pathway,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Exposure or contact interface; not dose, illness, or risk."
RT-0108,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,connects_contact_opportunity,1,exposure pathway,inventory_only_14A,semantically distinct,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Exposure or contact interface; not dose, illness, or risk."
RT-0109,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,connects_distribution,1,unclassified candidate,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",No 14A normalization asserted; retain the local term for Phase 14B review.
RT-0110,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,connects_food_system,1,material flow,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Material/logistics relation; route or quantity is not implied.
RT-0111,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,creates_habitat_opportunity,1,ecological relationship,inventory_only_14A,candidate-compatible,"Local term, field, artifact, and count remain visible; no local value is rewritten.","Ecological or habitat interface; not abundance, disease, or health risk."
RT-0112,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,creates_propagation_opportunity,1,high-level interface / association,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Generic or boundary term; semantic direction and strength require local interpretation.
RT-0113,13,data/processed/analysis/infectious_disease_dependency_register.csv,relationship_type,depends_on_system_condition,1,operational dependency,inventory_only_14A,ambiguous,"Local term, field, artifact, and count remain visible; no local value is rewritten.",Functional dependency/interface; direction is not automatically causation or risk.
