feature_id,part,seq,longitude,latitude,resource_class
MAT-CARB-41,0,66,-82.99692926801208,41.16976017724288,dolomite
MAT-CARB-41,0,67,-82.9959356028133,41.16976430526078,dolomite
MAT-CARB-41,0,68,-82.99494330003404,41.16995626106284,dolomite
MAT-CARB-41,0,69,-82.99420165843568,41.170460195839354,dolomite
MAT-CARB-41,0,70,-82.99370980411797,41.17115096300342,dolomite
MAT-CARB-41,0,71,-82.99346819300521,41.17209111326971,dolomite
MAT-CARB-41,0,72,-82.9933161444256,41.17397001627797,dolomite
MAT-CARB-41,0,73,-82.99340892216392,41.17534707006037,dolomite
MAT-CARB-41,0,74,-82.993748314532,41.176472631158354,dolomite
MAT-CARB-41,0,75,-82.9935098554443,41.17785105041235,dolomite
MAT-CARB-41,0,76,-82.99335190942399,41.178916058936075,dolomite
MAT-CARB-41,0,77,-82.99311252858071,41.18016924270581,dolomite
MAT-CARB-41,0,78,-82.9928726503407,41.18135982264914,dolomite
MAT-CARB-41,0,79,-82.99155973019305,41.18305567965986,dolomite
MAT-CARB-41,0,80,-82.99048979567443,41.1839992192263,dolomite
MAT-CARB-41,0,81,-82.98925462065581,41.18500602898482,dolomite
MAT-CARB-41,0,82,-82.98801989355475,41.18607545468757,dolomite
MAT-CARB-41,0,83,-82.98637319637764,41.18745956332275,dolomite
MAT-CARB-41,0,84,-82.98546741624814,41.18821454720916,dolomite
MAT-CARB-41,0,85,-82.98473088144507,41.18946972306379,dolomite
MAT-CARB-41,0,86,-82.9844912688626,41.19072288007962,dolomite
MAT-CARB-41,0,87,-82.98450016301366,41.191975028470445,dolomite
MAT-CARB-41,0,88,-82.98467251314356,41.19291346738364,dolomite
MAT-CARB-41,0,89,-82.98500962296198,41.19372602981718,dolomite
MAT-CARB-41,0,90,-82.9855115326137,41.1944126870209,dolomite
MAT-CARB-41,0,91,-82.9857645159328,41.195037750009156,dolomite
MAT-CARB-41,0,92,-82.98617476336177,41.1956468098926,dolomite
MAT-CARB-41,0,93,-82.98690778552448,41.19646826179109,dolomite
MAT-CARB-41,0,94,-82.98802714343518,41.19778372017785,dolomite
MAT-CARB-41,0,95,-82.98940055459147,41.198604953946244,dolomite
MAT-CARB-41,0,96,-82.98976867378009,41.19908578348754,dolomite
MAT-CARB-41,0,97,-82.99069026991081,41.20046007418886,dolomite
MAT-CARB-41,0,98,-82.99079680775948,41.20259566560703,dolomite
MAT-CARB-41,0,99,-82.99026366177702,41.20452716725355,dolomite
MAT-CARB-41,0,100,-82.98972748037453,41.20604525440663,dolomite
MAT-CARB-41,0,101,-82.98864619491629,41.207841189626905,dolomite
MAT-CARB-41,0,102,-82.9874741662925,41.20970636758981,dolomite
MAT-CARB-41,0,103,-82.9862069620176,41.2110207006703,dolomite
MAT-CARB-41,0,104,-82.9840288282169,41.21247653450264,dolomite
MAT-CARB-41,0,105,-82.98148534060945,41.21386485861109,dolomite
MAT-CARB-41,0,106,-82.98057588919814,41.214213051271294,dolomite
MAT-CARB-41,0,107,-82.97902958359695,41.21477047177907,dolomite
MAT-CARB-41,0,108,-82.97693850844732,41.2156745797153,dolomite
MAT-CARB-41,0,109,-82.9760290094883,41.21602270989755,dolomite
MAT-CARB-41,0,110,-82.97439619537954,41.217269453018424,dolomite
MAT-CARB-41,0,111,-82.97367813608052,41.21892599759936,dolomite
MAT-CARB-41,0,112,-82.97314246474225,41.220581786821455,dolomite
MAT-CARB-41,0,113,-82.97269123870235,41.22127260831453,dolomite
MAT-CARB-41,0,114,-82.97151091821567,41.222035188925034,dolomite
MAT-CARB-41,0,115,-82.97014770363411,41.22272959207082,dolomite
MAT-CARB-41,0,116,-82.96878114483096,41.22294166449082,dolomite
MAT-CARB-41,0,117,-82.96441150748586,41.224130075497854,dolomite
MAT-CARB-41,0,118,-82.96277224279697,41.22448093351554,dolomite
MAT-CARB-41,0,119,-82.96113152694123,41.22462509425546,dolomite
MAT-CARB-41,0,120,-82.96040562241267,41.22517910213966,dolomite
MAT-CARB-41,0,121,-82.95832046602737,41.227047477817734,dolomite
MAT-CARB-41,0,122,-82.95777880580872,41.22787640856753,dolomite
MAT-CARB-41,0,123,-82.95787556234475,41.228702866590645,dolomite
MAT-CARB-41,0,124,-82.95842695819161,41.22932087544923,dolomite
MAT-CARB-41,0,125,-82.95897747262208,41.22980108946857,dolomite
MAT-CARB-41,0,126,-82.95916916606566,41.231178389747356,dolomite
MAT-CARB-41,0,127,-82.95837347023658,41.23222303983087,dolomite
MAT-CARB-41,0,128,-82.95700760830167,41.23257276783942,dolomite
MAT-CARB-41,0,129,-82.95564357464035,41.23319809074021,dolomite
MAT-CARB-41,0,130,-82.95510041660978,41.23382030476973,dolomite
MAT-CARB-41,0,131,-82.95493041002425,41.235681306119524,dolomite
MAT-CARB-41,0,132,-82.95474936173581,41.23588870044956,dolomite
MAT-CARB-41,0,133,-82.95456739342565,41.23595830319544,dolomite
MAT-CARB-41,0,134,-82.95429325573814,41.23589043352961,dolomite
MAT-CARB-41,0,135,-82.95401823713063,41.2356847717838,dolomite
MAT-CARB-41,0,136,-82.95246711101144,41.23562173797098,dolomite
MAT-CARB-41,0,137,-82.95110613035325,41.23672931836131,dolomite
MAT-CARB-41,0,138,-82.95083613103708,41.23728156968979,dolomite
MAT-CARB-41,0,139,-82.95076359695425,41.240106807932136,dolomite
MAT-CARB-41,0,140,-82.95123474799922,41.24237881444081,dolomite
MAT-CARB-41,0,141,-82.95179582205238,41.24444374384715,dolomite
MAT-CARB-41,0,142,-82.95181135197147,41.246786343782716,dolomite
MAT-CARB-41,0,143,-82.95145237128044,41.24768342585896,dolomite
MAT-CARB-41,0,144,-82.95054869223674,41.24899596639147,dolomite
MAT-CARB-41,0,145,-82.94882475020022,41.250449371771786,dolomite
MAT-CARB-41,0,146,-82.94764139463915,41.25086723950302,dolomite
MAT-CARB-41,0,147,-82.94564498708728,41.25252831891755,dolomite
MAT-CARB-41,0,148,-82.94482697280714,41.25301367942736,dolomite
MAT-CARB-41,0,149,-82.94409973534525,41.25342978706781,dolomite
MAT-CARB-41,0,150,-82.94291943376865,41.25432988412653,dolomite
MAT-CARB-41,0,151,-82.9423733435673,41.254538607226294,dolomite
MAT-CARB-41,0,152,-82.94146047119922,41.25447306863383,dolomite
MAT-CARB-41,0,153,-82.93954393750806,41.25441121421091,dolomite
MAT-CARB-41,0,154,-82.93899779996597,41.254619922025775,dolomite
MAT-CARB-41,0,155,-82.9385518033782,41.256206296471134,dolomite
MAT-CARB-41,0,156,-82.93755740466418,41.257656854037016,dolomite
MAT-CARB-41,0,157,-82.93684199975716,41.25993321902211,dolomite
MAT-CARB-41,0,158,-82.93657709027534,41.261312189098405,dolomite
MAT-CARB-41,0,159,-82.935307504587,41.26255705149638,dolomite
MAT-CARB-41,0,160,-82.93321920187205,41.26421824089081,dolomite
MAT-CARB-41,0,161,-82.93122161538012,41.26581015508088,dolomite
MAT-CARB-41,0,162,-82.92976843075296,41.266917796426284,dolomite
MAT-CARB-41,0,163,-82.92868329832883,41.26850641177442,dolomite
MAT-CARB-41,0,164,-82.92761819445664,41.270032700378394,dolomite
MAT-CARB-41,0,165,-82.92690322729472,41.272446772310815,dolomite
MAT-CARB-41,0,166,-82.92554884249216,41.274794201484845,dolomite
MAT-CARB-41,0,167,-82.92456162517671,41.277484825892856,dolomite
MAT-CARB-41,0,168,-82.92374230370429,41.277832218521276,dolomite
MAT-CARB-41,0,169,-82.92283345028916,41.27845552948027,dolomite
MAT-CARB-41,0,170,-82.92201410849785,41.27880293745521,dolomite
MAT-CARB-41,0,171,-82.92165197137304,41.27928652008627,dolomite
MAT-CARB-41,0,172,-82.92110518995374,41.27942623496171,dolomite
MAT-CARB-41,0,173,-82.91946900258236,41.280534381900836,dolomite
MAT-CARB-41,0,174,-82.91874008212513,41.280743632573106,dolomite
MAT-CARB-41,0,175,-82.917741100356,41.281573916852146,dolomite
MAT-CARB-41,0,176,-82.9168333706362,41.28240387446702,dolomite
MAT-CARB-41,0,177,-82.91629030788773,41.283163675909236,dolomite
MAT-CARB-41,0,178,-82.91484242139727,41.28523568179829,dolomite
MAT-CARB-41,0,179,-82.9143051811972,41.286960031864155,dolomite
MAT-CARB-41,0,180,-82.91387305139818,41.29095768146128,dolomite
MAT-CARB-41,0,181,-82.91380897461592,41.295436373381335,dolomite
MAT-CARB-41,0,182,-82.91436386454147,41.296605722960905,dolomite
MAT-CARB-41,0,183,-82.91583854817365,41.298874291901555,dolomite
MAT-CARB-41,0,184,-82.91603124734249,41.30052718669056,dolomite
MAT-CARB-41,0,185,-82.91622858857524,41.30293796320066,dolomite
MAT-CARB-41,0,186,-82.91541438265338,41.304180960055156,dolomite
MAT-CARB-41,0,187,-82.91368913095201,41.30577161014314,dolomite
MAT-CARB-41,0,188,-82.9122344274718,41.30681009899787,dolomite
MAT-CARB-41,0,189,-82.91013839439442,41.307506286212394,dolomite
MAT-CARB-41,0,190,-82.90722007066354,41.308136328068656,dolomite
MAT-CARB-41,0,191,-82.9045511173162,41.30835667659714,dolomite
MAT-CARB-41,0,192,-82.90208845227404,41.30884726572811,dolomite
MAT-CARB-41,0,193,-82.89907989532347,41.30968410483727,dolomite
MAT-CARB-41,0,194,-82.8947964248559,41.31114515791888,dolomite
MAT-CARB-41,0,195,-82.89306494613484,41.311770933676954,dolomite
MAT-CARB-41,0,196,-82.8894208708233,41.313298597912215,dolomite
MAT-CARB-41,0,197,-82.88769124972633,41.3142687951083,dolomite
MAT-CARB-41,0,198,-82.8869622257385,41.31454675249894,dolomite
MAT-CARB-41,0,199,-82.88532311521061,41.31537880844613,dolomite
MAT-CARB-41,0,200,-82.88368586967412,41.31655531376737,dolomite
MAT-CARB-41,0,201,-82.8821403148056,41.31780043696212,dolomite
MAT-CARB-41,0,202,-82.88015111950047,41.32138943773555,dolomite
MAT-CARB-41,0,203,-82.87871201628855,41.32539003916532,dolomite
MAT-CARB-41,0,204,-82.8775403025084,41.32821853090921,dolomite
MAT-CARB-41,0,205,-82.87672394376068,41.329254553604684,dolomite
MAT-CARB-41,0,206,-82.87490505199908,41.330707119393935,dolomite
MAT-CARB-41,0,207,-82.87226663038473,41.33264446327031,dolomite
MAT-CARB-41,0,208,-82.87135540965788,41.33306067098246,dolomite
MAT-CARB-41,0,209,-82.86962652543731,41.33430615566929,dolomite
MAT-CARB-41,0,210,-82.86853443818849,41.33506739987069,dolomite
MAT-CARB-41,0,211,-82.86680882971528,41.3369328990456,dolomite
MAT-CARB-41,0,212,-82.8644480153941,41.3396270591758,dolomite
MAT-CARB-41,0,213,-82.8632703147668,41.341490859663224,dolomite
MAT-CARB-41,0,214,-82.86027698087422,41.345564779954344,dolomite
MAT-CARB-41,0,215,-82.85712385632921,41.35089533804643,dolomite
MAT-CARB-41,0,216,-82.85459020139025,41.35565667597239,dolomite
MAT-CARB-41,0,217,-82.85232145248831,41.35869477618551,dolomite
MAT-CARB-41,0,218,-82.85150612394055,41.36007509094037,dolomite
MAT-CARB-41,0,219,-82.85041909804448,41.36193843989418,dolomite
MAT-CARB-41,0,220,-82.84941950600475,41.363043686534766,dolomite
MAT-CARB-41,0,221,-82.84678542628777,41.366220507778486,dolomite
MAT-CARB-41,0,222,-82.84633335471312,41.367186359072775,dolomite
MAT-CARB-41,0,223,-82.84580357385225,41.37083931976106,dolomite
MAT-CARB-41,0,224,-82.84499216059838,41.37304629754651,dolomite
MAT-CARB-41,0,225,-82.8419185280613,41.37492608481345,dolomite
MAT-CARB-41,0,226,-82.84027703070342,41.37568861028199,dolomite
MAT-CARB-41,0,227,-82.83964375375224,41.37699937704823,dolomite
MAT-CARB-41,0,228,-82.83975236474026,41.38044378943771,dolomite
MAT-CARB-41,0,229,-82.83912311962747,41.38258131799433,dolomite
MAT-CARB-41,0,230,-82.83821993519824,41.384788460602394,dolomite
MAT-CARB-41,0,231,-82.83776970804625,41.38616762139696,dolomite
MAT-CARB-41,0,232,-82.83677160135144,41.387686097005826,dolomite
MAT-CARB-41,0,233,-82.83549881343153,41.38913642864971,dolomite
MAT-CARB-41,0,234,-82.83449725993417,41.38996594808191,dolomite
MAT-CARB-41,0,235,-82.83203248047649,41.39073064420445,dolomite
MAT-CARB-41,0,236,-82.82901643957476,41.39094563803119,dolomite
MAT-CARB-41,0,237,-82.82664169910953,41.391434393044555,dolomite
MAT-CARB-41,0,238,-82.82344538464086,41.392200874474504,dolomite
MAT-CARB-41,0,239,-82.8170460786852,41.392355742675996,dolomite
MAT-CARB-41,0,240,-82.81613311587225,41.392633735146944,dolomite
MAT-CARB-41,0,241,-82.81494930729285,41.3936702480578,dolomite
MAT-CARB-41,0,242,-82.81422171835075,41.394498901850845,dolomite
MAT-CARB-41,0,243,-82.81321978989673,41.395328240102174,dolomite
MAT-CARB-41,0,244,-82.81112789677236,41.397744958749136,dolomite
MAT-CARB-41,0,245,-82.80875901079276,41.39961118868481,dolomite
MAT-CARB-41,0,246,-82.80648457352646,41.402166063383966,dolomite
MAT-CARB-41,0,247,-82.8051200838071,41.40375409121798,dolomite
MAT-CARB-41,0,248,-82.80485221528258,41.405201515659904,dolomite
MAT-CARB-41,0,249,-82.80449909960676,41.40802702010122,dolomite
MAT-CARB-41,0,250,-82.80331672633126,41.409476754306084,dolomite
MAT-CARB-41,0,251,-82.80051937980632,41.41100829307186,dolomite
MAT-CARB-41,0,252,-82.7983290529296,41.41204717032712,dolomite
MAT-CARB-41,0,253,-82.79632126333681,41.41301662713781,dolomite
MAT-CARB-41,0,254,-82.79449871143918,41.41453674885318,dolomite
MAT-CARB-41,0,255,-82.7927666806556,41.415849944308974,dolomite
MAT-CARB-41,0,256,-82.78985495882661,41.41937052349124,dolomite
MAT-CARB-41,0,257,-82.787306759086,41.422407901711765,dolomite
MAT-CARB-41,0,258,-82.78558075718212,41.425236589488605,dolomite
MAT-CARB-41,0,259,-82.7846758444644,41.42758105268328,dolomite
MAT-CARB-41,0,260,-82.78404673414538,41.43026929805802,dolomite
MAT-CARB-41,0,261,-82.78441955605824,41.431921826649244,dolomite
MAT-CARB-41,0,262,-82.78561578851024,41.43357236726882,dolomite
MAT-CARB-41,0,263,-82.78836815299117,41.43542583653703,dolomite
MAT-CARB-41,0,264,-82.79066029625253,41.43659146716207,dolomite
MAT-CARB-41,0,265,-82.79276780244005,41.43734413223184,dolomite
MAT-CARB-41,0,266,-82.79633762935696,41.43774871332721,dolomite
MAT-CARB-41,0,267,-82.797529391065,41.438296907817325,dolomite
MAT-CARB-41,0,268,-82.79826464400246,41.4390528702666,dolomite
MAT-CARB-41,0,269,-82.79845215738933,41.440085762727314,dolomite
MAT-CARB-41,0,270,-82.7977250411618,41.44118982639797,dolomite
MAT-CARB-41,0,271,-82.79553669500228,41.442917505800395,dolomite
MAT-CARB-41,0,272,-82.79207171554168,41.445681637670724,dolomite
MAT-CARB-41,0,273,-82.78833162524084,41.448377397259215,dolomite
MAT-CARB-41,0,274,-82.78787412582244,41.448378495525496,dolomite
MAT-CARB-41,0,275,-82.78441984119493,41.451530363062034,dolomite
MAT-CARB-41,0,276,-82.78329913228306,41.452918206788745,dolomite
MAT-CARB-41,0,277,-82.78194634998823,41.45459328745856,dolomite
MAT-CARB-41,0,278,-82.78170233927383,41.45438266568767,dolomite
MAT-CARB-41,0,279,-82.78095542868387,41.45386227159031,dolomite
MAT-CARB-41,0,280,-82.78068410080486,41.45357710768056,dolomite
MAT-CARB-41,0,281,-82.78033978860957,41.453292086162094,dolomite
MAT-CARB-41,0,282,-82.77996714716711,41.45322699184368,dolomite
MAT-CARB-41,0,283,-82.77967392931983,41.452936363566494,dolomite
MAT-CARB-41,0,284,-82.77952676727035,41.452656393036975,dolomite
MAT-CARB-41,0,285,-82.77916133109652,41.45256930964358,dolomite
MAT-CARB-41,0,286,-82.77903570921325,41.452322750408854,dolomite
MAT-CARB-41,0,287,-82.7786625907321,41.452015327307095,dolomite
MAT-CARB-41,0,288,-82.77825273645963,41.451763447451945,dolomite
MAT-CARB-41,0,289,-82.77748445669015,41.45135301155094,dolomite
MAT-CARB-41,0,290,-82.77708209791912,41.451167047058235,dolomite
MAT-CARB-41,0,291,-82.77689063016204,41.451175772180974,dolomite
MAT-CARB-41,0,292,-82.77670251571772,41.45118435212733,dolomite
MAT-CARB-41,0,293,-82.776482408443,41.450910113533226,dolomite
MAT-CARB-41,0,294,-82.77610168852264,41.450647160406795,dolomite
MAT-CARB-41,0,295,-82.77528949569468,41.45019830228094,dolomite
MAT-CARB-41,0,296,-82.77447749932311,41.44980443117791,dolomite
MAT-CARB-41,0,297,-82.77370916792607,41.44936094737694,dolomite
MAT-CARB-41,0,298,-82.77295576743431,41.449010899188515,dolomite
MAT-CARB-41,0,299,-82.77161691183893,41.44830489536751,dolomite
MAT-CARB-41,0,300,-82.77124388922628,41.44813535618887,dolomite
MAT-CARB-41,0,301,-82.7708783928867,41.448015251564875,dolomite
MAT-CARB-41,0,302,-82.77047561976096,41.44769736407088,dolomite
MAT-CARB-41,0,303,-82.7700811097488,41.44763228813817,dolomite
MAT-CARB-41,0,304,-82.76966368118853,41.44730345960096,dolomite
MAT-CARB-41,0,305,-82.76928332751679,41.447111933400514,dolomite
MAT-CARB-41,0,306,-82.7688958228734,41.446964389143005,dolomite
MAT-CARB-41,0,307,-82.7684711057396,41.44665205688928,dolomite
MAT-CARB-41,0,308,-82.76808328015602,41.44642206195817,dolomite
MAT-CARB-41,0,309,-82.7676813741733,41.446318540481016,dolomite
MAT-CARB-41,0,310,-82.76650414251053,41.4458429797451,dolomite
MAT-CARB-41,0,311,-82.7656926939129,41.445553465495784,dolomite
MAT-CARB-41,0,312,-82.76347838100868,41.444948237365,dolomite
MAT-CARB-41,0,313,-82.76265279091275,41.44478514949601,dolomite
MAT-CARB-41,0,314,-82.7619878706805,41.44462721832727,dolomite
MAT-CARB-41,0,315,-82.75877409365982,41.444172494306564,dolomite
MAT-CARB-41,0,316,-82.75794906150027,41.44414127452937,dolomite
MAT-CARB-41,0,317,-82.75646664797505,41.44401255007619,dolomite
MAT-CARB-41,0,318,-82.7559480908575,41.443947692606216,dolomite
MAT-CARB-41,0,319,-82.75480930495902,41.44396111467812,dolomite
MAT-CARB-41,0,320,-82.75442927943452,41.44384099051353,dolomite
MAT-CARB-41,0,321,-82.75369221630231,41.4439085155083,dolomite
MAT-CARB-41,0,322,-82.75325449847138,41.443986375853996,dolomite
MAT-CARB-41,0,323,-82.75284612088892,41.444102681820965,dolomite
MAT-CARB-41,0,324,-82.75247436878375,41.444246364850855,dolomite
MAT-CARB-41,0,325,-82.75217638776904,41.44460426959522,dolomite
MAT-CARB-41,0,326,-82.75211182265063,41.4449066900717,dolomite
MAT-CARB-41,0,327,-82.752105597227,41.445203557138605,dolomite
MAT-CARB-41,0,328,-82.75204094972378,41.44548400772626,dolomite
MAT-CARB-41,0,329,-82.75188864876856,41.44575912918512,dolomite
MAT-CARB-41,0,330,-82.75162693960307,41.446050991520096,dolomite
MAT-CARB-41,0,331,-82.75089035714642,41.446255912615094,dolomite
MAT-CARB-41,0,332,-82.75051152549518,41.44647105411683,dolomite
MAT-CARB-41,0,333,-82.75013303144283,41.446768642334796,dolomite
MAT-CARB-41,0,334,-82.74979050260521,41.44693425306231,dolomite
MAT-CARB-41,0,335,-82.74940469422522,41.446939005098564,dolomite
MAT-CARB-41,0,336,-82.74902649793887,41.44717067955114,dolomite
MAT-CARB-41,0,337,-82.74858968034346,41.447292542720454,dolomite
MAT-CARB-41,0,338,-82.74817191698246,41.44751156975843,dolomite
MAT-CARB-41,0,339,-82.74731644311757,41.44789993348034,dolomite
MAT-CARB-41,0,340,-82.74701133887643,41.44817544523518,dolomite
MAT-CARB-41,0,341,-82.7462329678615,41.448578398533456,dolomite
MAT-CARB-41,0,342,-82.74586225813376,41.44885955480849,dolomite
MAT-CARB-41,0,343,-82.74563738687078,41.44915689567733,dolomite
MAT-CARB-41,0,344,-82.7452375243695,41.44943262394995,dolomite
MAT-CARB-41,0,345,-82.74483746033698,41.44965333074556,dolomite
MAT-CARB-41,0,346,-82.74445162284454,41.44978607315893,dolomite
MAT-CARB-41,0,347,-82.74407293354031,41.449869319747684,dolomite
MAT-CARB-41,0,348,-82.74370214569929,41.45012298637773,dolomite
MAT-CARB-41,0,349,-82.74328688310088,41.450184280075035,dolomite
MAT-CARB-41,0,350,-82.74282875219039,41.450471089338656,dolomite
MAT-CARB-41,0,351,-82.74244998137259,41.45054333231008,dolomite
MAT-CARB-41,0,352,-82.74207091304099,41.45052207284002,dolomite
MAT-CARB-41,0,353,-82.7413060552405,41.45065008330876,dolomite
MAT-CARB-41,0,354,-82.74091252151838,41.45066184507054,dolomite
MAT-CARB-41,0,355,-82.7404888916765,41.45042078027115,dolomite
MAT-CARB-41,0,356,-82.7402108716434,41.45011894396906,dolomite
MAT-CARB-41,0,357,-82.73980052928455,41.44950943775143,dolomite
MAT-CARB-41,0,358,-82.73874045862969,41.448587859459586,dolomite
MAT-CARB-41,0,359,-82.7383460470929,41.44833572998351,dolomite
MAT-CARB-41,0,360,-82.73795947265359,41.44825953416898,dolomite
MAT-CARB-41,0,361,-82.73758778832475,41.44827126918185,dolomite
MAT-CARB-41,0,362,-82.73730984745954,41.44798588231481,dolomite
MAT-CARB-41,0,363,-82.73729421164863,41.44769451821549,dolomite
MAT-CARB-41,0,364,-82.73710269076635,41.44711210651193,dolomite
MAT-CARB-41,0,365,-82.73694137109001,41.44682651550216,dolomite
MAT-CARB-41,0,366,-82.73666343904154,41.44654118165966,dolomite
MAT-CARB-41,0,367,-82.73629184029824,41.446574882370456,dolomite
MAT-CARB-41,0,368,-82.73638030541895,41.44686610342893,dolomite
MAT-CARB-41,0,369,-82.73665094513825,41.44714048102839,dolomite
MAT-CARB-41,0,370,-82.7368487180256,41.44742600041852,dolomite
MAT-CARB-41,0,371,-82.73692254762015,41.44770076553971,dolomite
MAT-CARB-41,0,372,-82.73682158653058,41.44800884404277,dolomite
MAT-CARB-41,0,373,-82.73642873709792,41.44821305199711,dolomite
MAT-CARB-41,0,374,-82.73620376928349,41.44849386381427,dolomite
MAT-CARB-41,0,375,-82.73621210981399,41.44878526964476,dolomite
MAT-CARB-41,0,376,-82.73614128403136,41.44938471008322,dolomite
MAT-CARB-41,0,377,-82.73617879000405,41.449687029497504,dolomite
MAT-CARB-41,0,378,-82.73639220243983,41.45027488392951,dolomite
MAT-CARB-41,0,379,-82.73656083817079,41.450565946057274,dolomite
MAT-CARB-41,0,380,-82.73649623104846,41.45084646911578,dolomite
MAT-CARB-41,0,381,-82.73595651893334,41.45241489928586,dolomite
MAT-CARB-41,0,382,-82.73439647399847,41.45699187752308,dolomite
MAT-CARB-41,0,383,-82.73337136074885,41.45988031715115,dolomite
MAT-CARB-41,0,384,-82.73129746246757,41.460956370755994,dolomite
MAT-CARB-41,0,385,-82.73091824711243,41.46091861980096,dolomite
MAT-CARB-41,0,386,-82.73212200100757,41.456924765942716,dolomite
