relationship_id,module,source_node_id,target_node_id,relationship_type,value,units,reference_year,release_year,estimate_period,origin_geography,destination_geography,geographic_scale,source_product,observed_estimated_modeled,source_id,evidence_strength,relationship_basis,confidence,reality_status,canon_status,notes
MREL-0011,11B,POP-ZONE-39143,POP-ZONE-39095,commuting_interface_with,2151,jobs,2023,2025,2023,39143,39095,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0012,11B,POP-ZONE-39063,POP-ZONE-39173,commuting_interface_with,2136,jobs,2023,2025,2023,39063,39173,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0013,11B,POP-ZONE-39095,POP-ZONE-39063,commuting_interface_with,1961,jobs,2023,2025,2023,39095,39063,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0014,11B,POP-ZONE-39137,POP-ZONE-39063,commuting_interface_with,1949,jobs,2023,2025,2023,39137,39063,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0015,11B,POP-ZONE-39143,POP-ZONE-39173,commuting_interface_with,1877,jobs,2023,2025,2023,39143,39173,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0016,11B,POP-ZONE-39095,POP-ZONE-39051,commuting_interface_with,1804,jobs,2023,2025,2023,39095,39051,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0017,11B,POP-ZONE-39039,POP-ZONE-39171,commuting_interface_with,1786,jobs,2023,2025,2023,39039,39171,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0018,11B,POP-ZONE-39123,POP-ZONE-39173,commuting_interface_with,1706,jobs,2023,2025,2023,39123,39173,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0019,11B,POP-ZONE-39069,POP-ZONE-39051,commuting_interface_with,1654,jobs,2023,2025,2023,39069,39051,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0020,11B,POP-ZONE-18151,POP-ZONE-18033,commuting_interface_with,1624,jobs,2023,2025,2023,18151,18033,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_in_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0021,11B,POP-ZONE-39171,POP-ZONE-39051,commuting_interface_with,1590,jobs,2023,2025,2023,39171,39051,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0022,11B,POP-ZONE-39143,POP-ZONE-39123,commuting_interface_with,1529,jobs,2023,2025,2023,39143,39123,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0023,11B,POP-ZONE-39143,POP-ZONE-39147,commuting_interface_with,1415,jobs,2023,2025,2023,39143,39147,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0024,11B,POP-ZONE-39123,POP-ZONE-39143,commuting_interface_with,1344,jobs,2023,2025,2023,39123,39143,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0025,11B,POP-ZONE-39063,POP-ZONE-39095,commuting_interface_with,1342,jobs,2023,2025,2023,39063,39095,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0026,11B,POP-ZONE-39039,POP-ZONE-39069,commuting_interface_with,1323,jobs,2023,2025,2023,39039,39069,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0027,11B,POP-ZONE-39147,POP-ZONE-39173,commuting_interface_with,1252,jobs,2023,2025,2023,39147,39173,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0028,11B,POP-ZONE-39051,POP-ZONE-39173,commuting_interface_with,1241,jobs,2023,2025,2023,39051,39173,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0029,11B,POP-ZONE-26091,POP-ZONE-26115,commuting_interface_with,1231,jobs,2021,2025,2021,26091,26115,county_pair,LODES 8.4 OD 2021,modeled,s11b_lodes_mi_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0030,11B,POP-ZONE-39063,POP-ZONE-39147,commuting_interface_with,1224,jobs,2023,2025,2023,39063,39147,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0031,11B,POP-ZONE-18033,POP-ZONE-18151,commuting_interface_with,1202,jobs,2023,2025,2023,18033,18151,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_in_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0032,11B,POP-ZONE-39051,POP-ZONE-39069,commuting_interface_with,1166,jobs,2023,2025,2023,39051,39069,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0033,11B,POP-ZONE-39125,POP-ZONE-39039,commuting_interface_with,1138,jobs,2023,2025,2023,39125,39039,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0034,11B,POP-ZONE-39069,POP-ZONE-39095,commuting_interface_with,1118,jobs,2023,2025,2023,39069,39095,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0035,11B,POP-ZONE-39173,POP-ZONE-39143,commuting_interface_with,1092,jobs,2023,2025,2023,39173,39143,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0036,11B,POP-ZONE-39039,POP-ZONE-39051,commuting_interface_with,1062,jobs,2023,2025,2023,39039,39051,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0037,11B,POP-ZONE-39171,POP-ZONE-39039,commuting_interface_with,1030,jobs,2023,2025,2023,39171,39039,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0038,11B,POP-ZONE-18003,POP-ZONE-18151,commuting_interface_with,1015,jobs,2023,2025,2023,18003,18151,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_in_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0039,11B,POP-ZONE-39039,POP-ZONE-39095,commuting_interface_with,1004,jobs,2023,2025,2023,39039,39095,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0040,11B,POP-ZONE-39147,POP-ZONE-39095,commuting_interface_with,947,jobs,2023,2025,2023,39147,39095,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0041,11B,POP-ZONE-39069,POP-ZONE-39039,commuting_interface_with,945,jobs,2023,2025,2023,39069,39039,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0042,11B,POP-ZONE-39095,POP-ZONE-39143,commuting_interface_with,927,jobs,2023,2025,2023,39095,39143,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0043,11B,POP-ZONE-26115,POP-ZONE-26091,commuting_interface_with,920,jobs,2021,2025,2021,26115,26091,county_pair,LODES 8.4 OD 2021,modeled,s11b_lodes_mi_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0044,11B,POP-ZONE-39171,POP-ZONE-39095,commuting_interface_with,894,jobs,2023,2025,2023,39171,39095,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0045,11B,POP-ZONE-39095,POP-ZONE-39123,commuting_interface_with,875,jobs,2023,2025,2023,39095,39123,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0046,11B,POP-ZONE-39069,POP-ZONE-39173,commuting_interface_with,822,jobs,2023,2025,2023,39069,39173,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0047,11B,POP-ZONE-39095,POP-ZONE-39039,commuting_interface_with,809,jobs,2023,2025,2023,39095,39039,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0048,11B,POP-ZONE-39095,POP-ZONE-39171,commuting_interface_with,780,jobs,2023,2025,2023,39095,39171,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0049,11B,POP-ZONE-39173,POP-ZONE-39147,commuting_interface_with,768,jobs,2023,2025,2023,39173,39147,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0050,11B,POP-ZONE-39173,POP-ZONE-39123,commuting_interface_with,711,jobs,2023,2025,2023,39173,39123,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0051,11B,POP-ZONE-39125,POP-ZONE-39161,commuting_interface_with,709,jobs,2023,2025,2023,39125,39161,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0052,11B,POP-ZONE-39095,POP-ZONE-39069,commuting_interface_with,673,jobs,2023,2025,2023,39095,39069,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0053,11B,POP-ZONE-39051,POP-ZONE-39171,commuting_interface_with,663,jobs,2023,2025,2023,39051,39171,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0054,11B,POP-ZONE-39063,POP-ZONE-39143,commuting_interface_with,607,jobs,2023,2025,2023,39063,39143,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0055,11B,POP-ZONE-39063,POP-ZONE-39137,commuting_interface_with,581,jobs,2023,2025,2023,39063,39137,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0056,11B,POP-ZONE-39137,POP-ZONE-39161,commuting_interface_with,562,jobs,2023,2025,2023,39137,39161,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0057,11B,POP-ZONE-39173,POP-ZONE-39051,commuting_interface_with,534,jobs,2023,2025,2023,39173,39051,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0058,11B,POP-ZONE-39161,POP-ZONE-39137,commuting_interface_with,519,jobs,2023,2025,2023,39161,39137,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0059,11B,POP-ZONE-39137,POP-ZONE-39039,commuting_interface_with,491,jobs,2023,2025,2023,39137,39039,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0060,11B,POP-ZONE-39173,POP-ZONE-39069,commuting_interface_with,484,jobs,2023,2025,2023,39173,39069,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0061,11B,POP-ZONE-39039,POP-ZONE-39125,commuting_interface_with,479,jobs,2023,2025,2023,39039,39125,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0062,11B,POP-ZONE-39171,POP-ZONE-39069,commuting_interface_with,474,jobs,2023,2025,2023,39171,39069,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0063,11B,POP-ZONE-39069,POP-ZONE-39171,commuting_interface_with,431,jobs,2023,2025,2023,39069,39171,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0064,11B,POP-ZONE-39051,POP-ZONE-39039,commuting_interface_with,425,jobs,2023,2025,2023,39051,39039,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0065,11B,POP-ZONE-39095,POP-ZONE-39147,commuting_interface_with,408,jobs,2023,2025,2023,39095,39147,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0066,11B,POP-ZONE-39039,POP-ZONE-39173,commuting_interface_with,392,jobs,2023,2025,2023,39039,39173,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0067,11B,POP-ZONE-39143,POP-ZONE-39063,commuting_interface_with,384,jobs,2023,2025,2023,39143,39063,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0068,11B,POP-ZONE-39161,POP-ZONE-39125,commuting_interface_with,379,jobs,2023,2025,2023,39161,39125,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0069,11B,POP-ZONE-39137,POP-ZONE-39069,commuting_interface_with,341,jobs,2023,2025,2023,39137,39069,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0070,11B,POP-ZONE-39171,POP-ZONE-39173,commuting_interface_with,325,jobs,2023,2025,2023,39171,39173,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0071,11B,POP-ZONE-39137,POP-ZONE-39095,commuting_interface_with,295,jobs,2023,2025,2023,39137,39095,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0072,11B,POP-ZONE-39125,POP-ZONE-39137,commuting_interface_with,278,jobs,2023,2025,2023,39125,39137,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0073,11B,POP-ZONE-39069,POP-ZONE-39137,commuting_interface_with,270,jobs,2023,2025,2023,39069,39137,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0074,11B,POP-ZONE-39069,POP-ZONE-39063,commuting_interface_with,256,jobs,2023,2025,2023,39069,39063,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0075,11B,POP-ZONE-39039,POP-ZONE-39137,commuting_interface_with,251,jobs,2023,2025,2023,39039,39137,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0076,11B,POP-ZONE-39161,POP-ZONE-39095,commuting_interface_with,232,jobs,2023,2025,2023,39161,39095,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0077,11B,POP-ZONE-39123,POP-ZONE-39063,commuting_interface_with,228,jobs,2023,2025,2023,39123,39063,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0078,11B,POP-ZONE-39173,POP-ZONE-39039,commuting_interface_with,226,jobs,2023,2025,2023,39173,39039,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0079,11B,POP-ZONE-39123,POP-ZONE-39147,commuting_interface_with,224,jobs,2023,2025,2023,39123,39147,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0080,11B,POP-ZONE-39125,POP-ZONE-39171,commuting_interface_with,213,jobs,2023,2025,2023,39125,39171,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0081,11B,POP-ZONE-39137,POP-ZONE-39125,commuting_interface_with,210,jobs,2023,2025,2023,39137,39125,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0082,11B,POP-ZONE-39095,POP-ZONE-39137,commuting_interface_with,197,jobs,2023,2025,2023,39095,39137,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0083,11B,POP-ZONE-39173,POP-ZONE-39137,commuting_interface_with,192,jobs,2023,2025,2023,39173,39137,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0084,11B,POP-ZONE-39051,POP-ZONE-39063,commuting_interface_with,187,jobs,2023,2025,2023,39051,39063,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0085,11B,POP-ZONE-39147,POP-ZONE-39123,commuting_interface_with,186,jobs,2023,2025,2023,39147,39123,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0086,11B,POP-ZONE-39161,POP-ZONE-39063,commuting_interface_with,185,jobs,2023,2025,2023,39161,39063,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0087,11B,POP-ZONE-39161,POP-ZONE-39039,commuting_interface_with,184,jobs,2023,2025,2023,39161,39039,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0088,11B,POP-ZONE-39039,POP-ZONE-39063,commuting_interface_with,182,jobs,2023,2025,2023,39039,39063,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0089,11B,POP-ZONE-39125,POP-ZONE-39069,commuting_interface_with,180,jobs,2023,2025,2023,39125,39069,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0090,11B,POP-ZONE-39171,POP-ZONE-39063,commuting_interface_with,176,jobs,2023,2025,2023,39171,39063,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0091,11B,POP-ZONE-39137,POP-ZONE-39173,commuting_interface_with,170,jobs,2023,2025,2023,39137,39173,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0092,11B,POP-ZONE-39147,POP-ZONE-39137,commuting_interface_with,156,jobs,2023,2025,2023,39147,39137,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0093,11B,POP-ZONE-39125,POP-ZONE-39095,commuting_interface_with,148,jobs,2023,2025,2023,39125,39095,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
MREL-0094,11B,POP-ZONE-39095,POP-ZONE-39161,commuting_interface_with,129,jobs,2023,2025,2023,39095,39161,county_pair,LODES 8.4 OD 2023,modeled,s11b_lodes_oh_od,high,generalized residence-to-workplace relationship,high,real,verified,"Commuting is not migration, passenger surveillance, or a route model."
