routing_id,from_huc12,to_huc12,routing_precedence,routing_basis,physical_geometry,source_authority,source_generation,confidence,qa_status,replacement_ids,replacement_feature_types,unresolved_category,observed_3dhp_downstream_huc12,explanation
WTR-HUC-ROUTE-041000030601,041000030601,041000030602,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,366J3;8AJ7O;9DGL9,Channel Line;Drainageway,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000030602,041000030602,041000030604,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,2RMRP;AQ4V2;BJASW,Channel Line;Drainageway,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000030703,041000030703,041000030705,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,365YX;3B0HV;3PJR8;5BMJ8;69M3L;6JCF0;6T1WX;77MP8;80TXC;85OS4;9N78X;B9K84;BEFJ4;DYSGX;EI9IA;H2TGT,Canal;Channel Line;Drainageway;Surface Connector;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000030704,041000030704,041000030705,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,77NQB;7HCU3;7HD4R;A6MPO;AZUX3;CHALT;CJ24;G9KI8,Channel Line;Drainageway;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000030203,041000030203,041000030204,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,5EBTB;8YNYR,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000030402,041000030402,041000030405,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,1YL92;3KOGH;85PA1;8FEGF;8K9W3;8K9Y5;CHAYW,Channel Line;Drainageway;Surface Connector,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000030705,041000030705,041000030707,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,3PIQX;4DQ11;56RIZ;7OMK;9IBCH;A1S0W;B4OGR;D0R61;DAJ6C;F6N8S;G4QOM,Channel Line;Drainageway;Hydro Unenforced Connector;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000090902,041000090902,041000090903,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,3NE45,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000090903,041000090903,041000090904,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,1D3XS;4LA1K,Waterbody Connector,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090204,041000090204,041000090206,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,189W9;DI2L4,Channel Line;Waterbody Connector,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090205,041000090205,041000090206,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,5XQKO;G2KL9,Waterbody Connector,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090206,041000090206,041000090207,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,3IJNG;5XQKO;73UW3;B0WB3;E6D1J,Channel Line;Waterbody Connector,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090207,041000090207,041000090403,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,2UCRV;5J5WJ;CAAYK,Waterbody Connector,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090301,041000090301,041000090302,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,8WPZY;91KV1;H0N2A,Channel Line,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090302,041000090302,041000090403,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,4LA8O;BQU9W,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000090401,041000090401,041000090402,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,EG493;EPUF4,Channel Line,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090402,041000090402,041000090403,3,project_inference,False,project / USGS WBD tohuc,,low,UNRESOLVED,,,complex_divergence,41000090207.0,The source HUC contains 3 native divergent flowline records and observed 3DHP transitions lead to 041000090207 rather than WBD target 041000090403. Retain the WBD relationship as abstract pending outlet-scale review.
WTR-HUC-ROUTE-041000090503,041000090503,041000090508,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,96GJ9;EB8BW;F9C8A;FXP7M;GH45Q,Canal;Channel Line,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090403,041000090403,041000090510,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,BQU9W;F9CI4;GH44A,Waterbody Connector,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090501,041000090501,041000090510,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,1RM2B;B2JVV,Channel Line;Waterbody Connector,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090502,041000090502,041000090503,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,4Q47O;5IRY;7OYE1;9G6JW;G7F4D,Canal;Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000090504,041000090504,041000090506,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,1WGDT;5EB8T,Channel Line,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090505,041000090505,041000090506,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,91KUR;EKZOZ,Channel Line;Waterbody Connector,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090506,041000090506,041000090507,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,9PWWS;EB8DD;EKZOZ,Waterbody Connector,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090507,041000090507,041000090508,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,4UYH8,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000090508,041000090508,041000090509,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,1WGH5;6M1BV,Waterbody Connector,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090510,041000090510,041000090602,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,38V1M;ASU71,Waterbody Connector,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090509,041000090509,041000090510,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,7TSUR,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000090703,041000090703,041000090804,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,7F7MN;F9C8E,Channel Line,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090601,041000090601,041000090602,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,DI2NF,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000090602,041000090602,041000090603,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,2UCF0;E6D0Q,Waterbody Connector,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090603,041000090603,041000090903,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,3417A;91KVK;COV7J;DRSAK,Channel Line;Waterbody Connector,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090701,041000090701,041000090702,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,COVK7,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000090702,041000090702,041000090703,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,6QWML;8MYK5,Channel Line,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090801,041000090801,041000090802,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,7TSST;DMWKZ;GLYNV,Channel Line,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090802,041000090802,041000090804,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,A4HUG;F9C8E,Channel Line,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090803,041000090803,041000090804,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,3X26Q;5EBLM,Channel Line,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090804,041000090804,041000090904,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,8RUIQ;9BC33,Waterbody Connector,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000090901,041000090901,041000090903,1,physical_nhdplus_hr_existing,True,USGS,migrated_nhd,high,ALREADY_REDUNDANT,7ACOR;88E8R,Channel Line;Waterbody Connector,,,Released NHDPlus HR order >=3 topology already contains this HUC transition.
WTR-HUC-ROUTE-041000030201,041000030201,041000030202,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,1WGLH;EG4EX,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030104,041000030104,041000030106,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,62MBZ;COVRP,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000030106,041000030106,041000030302,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,46RC5;EUQPQ;F9CQP,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030204,041000030204,041000030302,3,project_inference,False,project / USGS WBD tohuc,,low,UNRESOLVED,,,complex_divergence,41000030106.0,The source HUC contains 2 native divergent flowline records and observed 3DHP transitions lead to 041000030106 rather than WBD target 041000030302. Retain the WBD relationship as abstract pending outlet-scale review.
WTR-HUC-ROUTE-041000060201,041000060201,041000060202,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,AJ39Q;BH507;DRSBV,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060202,041000060202,041000060205,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,6H6XR;852ZV;B7EUQ,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060204,041000060204,041000060205,3,project_inference,False,project / USGS WBD tohuc,,low,UNRESOLVED,,,ambiguous_huc_outlet,41000060301.0,"Native 3DHP transitions assigned from 041000060204 lead to 041000060301 rather than WBD target 041000060205, and no forward same-feature crossing confirms the WBD pair. Retain it as an abstract routing relationship pending local outlet review."
WTR-HUC-ROUTE-041000030101,041000030101,041000030102,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,1D4H0;9ZN3L,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030102,041000030102,041000030104,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,6CCCA;7AD5A;91LF0,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000030103,041000030103,041000030104,3,project_inference,False,project / USGS WBD tohuc,,low,UNRESOLVED,,,direction_conflict,41000030106.0,"A 3DHP feature intersects both 041000030103 (Laird Creek) and 041000030104 (Bird Creek-East Branch Saint Joseph River), but its documented digitized direction runs opposite the WBD tohuc relationship. The WBD edge is retained as abstract pending local outlet review."
WTR-HUC-ROUTE-041000030105,041000030105,041000030106,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,54MUJ;6QWOP,Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030202,041000030202,041000030204,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,3NE65;5EBTB,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060101,041000060101,041000060102,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,8WQ4W;CF5S2,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060102,041000060102,041000060103,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,2KNX7;3DP9V;8WQ4W,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060103,041000060103,041000060104,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,7TTCR;EZMG8,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060104,041000060104,041000060106,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,2FTKL;5J6DU;6QWO8;7TTCR;A4HYF,Canal;Channel Line;Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060105,041000060105,041000060106,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,F9CQ3,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000060106,041000060106,041000060201,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,EG4FP;YLRR,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000030303,041000030303,041000030304,3,project_inference,False,project / USGS WBD tohuc,,low,UNRESOLVED,,,ambiguous_huc_outlet,41000030306.0,"Native 3DHP transitions assigned from 041000030303 lead to 041000030306 rather than WBD target 041000030304, and no forward same-feature crossing confirms the WBD pair. Retain it as an abstract routing relationship pending local outlet review."
WTR-HUC-ROUTE-041000040104,041000040104,041000040106,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,264LP;3LRA2;5W3NP;8RUOX,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030302,041000030302,041000030304,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,7F86I;9BC4K,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030304,041000030304,041000030306,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,CYLO4;FST3I,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030306,041000030306,041000030501,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,2AYVE;83JNB;FXPE5,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030501,041000030501,041000030503,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,A4HX6;CF5QU,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000030503,041000030503,041000030505,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,1D4FE;3PJMA;G2L3J,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
WTR-HUC-ROUTE-041000040101,041000040101,041000040103,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,DI2QI;K2QV,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000040102,041000040102,041000040103,3,project_inference,False,project / USGS WBD tohuc,,low,UNRESOLVED,,,ambiguous_huc_outlet,41000040106.0,"Native 3DHP transitions assigned from 041000040102 lead to 041000040106 rather than WBD target 041000040103, and no forward same-feature crossing confirms the WBD pair. Retain it as an abstract routing relationship pending local outlet review."
WTR-HUC-ROUTE-041000040103,041000040103,041000040106,1,physical_3dhp,True,USGS,migrated_nhd,high,REPLACED_PHYSICAL,A9DCF;F2U9V,Channel Line,,,Authoritative 3DHP topology or a forward-directed same-feature HUC crossing provides physical geometry.
WTR-HUC-ROUTE-041000040202,041000040202,041000040205,2,official_3dhp_connector,False,USGS,migrated_nhd,high,REPLACED_AUTHORITATIVE_CONNECTOR,B2JYP;EG4E2,Waterbody Connector,,,Authoritative 3DHP topology or a forward-directed same-feature crossing uses a non-watercourse connector class.
