assumption_id,scenario_id,scenario,horizon,domain,assumption,evidence_basis,source_id,uncertainty,reality_status,canon_status,classification,numeric_future_value_adopted,notes
S11C-A2075-05,A2075,Connected Reconcentration,2075,mobility_and_migration_boundary,"Connected Reconcentration treats commuting and migration remain separate; no individual movement or residential-relocation path is modeled. This is an explicit matured or diverged scenario state scenario assumption, not an official local forecast.",accepted 2026 settlement and employment anchors plus explicit connected-reconcentration scenario construction,S11C-POP-PROJ,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-A2075-06,A2075,Connected Reconcentration,2075,infrastructure_service_dependence,"Connected Reconcentration treats service dependence and maintenance interfaces change without assigning residents to exact utility territories or calculating vulnerability. This is an explicit matured or diverged scenario state scenario assumption, not an official local forecast.",accepted 2026 settlement and employment anchors plus explicit connected-reconcentration scenario construction,S11C-POP-PROJ,moderate,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-B2050-01,B2050,Polycentric Adaptive Basin,2050,population_distribution,"Polycentric Adaptive Basin treats relative population distribution changes among existing county and settlement anchors without a future total. This is an explicit intermediate trajectory scenario assumption, not an official local forecast.",accepted 2026 settlement and employment network plus explicit polycentric adaptive scenario construction,S11C-NETWORK,moderate,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-B2050-02,B2050,Polycentric Adaptive Basin,2050,settlement_form,"Polycentric Adaptive Basin treats settlement form changes through concentration, deconcentration, infill, reuse, and secondary-center relationships. This is an explicit intermediate trajectory scenario assumption, not an official local forecast.",accepted 2026 settlement and employment network plus explicit polycentric adaptive scenario construction,S11C-NETWORK,moderate,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-B2050-03,B2050,Polycentric Adaptive Basin,2050,housing_form,"Polycentric Adaptive Basin treats housing form and reuse diverge qualitatively without converting persons into households or housing units. This is an explicit intermediate trajectory scenario assumption, not an official local forecast.",accepted 2026 settlement and employment network plus explicit polycentric adaptive scenario construction,S11C-NETWORK,moderate,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-B2050-04,B2050,Polycentric Adaptive Basin,2050,employment_geography,"Polycentric Adaptive Basin treats employment geography changes as a relationship among jobs, workers, and settlement locations without forecasting job totals. This is an explicit intermediate trajectory scenario assumption, not an official local forecast.",accepted 2026 settlement and employment network plus explicit polycentric adaptive scenario construction,S11C-NETWORK,moderate,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-B2050-05,B2050,Polycentric Adaptive Basin,2050,mobility_and_migration_boundary,"Polycentric Adaptive Basin treats commuting and migration remain separate; no individual movement or residential-relocation path is modeled. This is an explicit intermediate trajectory scenario assumption, not an official local forecast.",accepted 2026 settlement and employment network plus explicit polycentric adaptive scenario construction,S11C-NETWORK,moderate,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-B2050-06,B2050,Polycentric Adaptive Basin,2050,infrastructure_service_dependence,"Polycentric Adaptive Basin treats service dependence and maintenance interfaces change without assigning residents to exact utility territories or calculating vulnerability. This is an explicit intermediate trajectory scenario assumption, not an official local forecast.",accepted 2026 settlement and employment network plus explicit polycentric adaptive scenario construction,S11C-NETWORK,moderate,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-B2075-01,B2075,Polycentric Adaptive Basin,2075,population_distribution,"Polycentric Adaptive Basin treats relative population distribution changes among existing county and settlement anchors without a future total. This is an explicit matured or diverged scenario state scenario assumption, not an official local forecast.",accepted 2026 settlement and employment network plus explicit polycentric adaptive scenario construction,S11C-NETWORK,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-B2075-02,B2075,Polycentric Adaptive Basin,2075,settlement_form,"Polycentric Adaptive Basin treats settlement form changes through concentration, deconcentration, infill, reuse, and secondary-center relationships. This is an explicit matured or diverged scenario state scenario assumption, not an official local forecast.",accepted 2026 settlement and employment network plus explicit polycentric adaptive scenario construction,S11C-NETWORK,moderate,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-B2075-03,B2075,Polycentric Adaptive Basin,2075,housing_form,"Polycentric Adaptive Basin treats housing form and reuse diverge qualitatively without converting persons into households or housing units. This is an explicit matured or diverged scenario state scenario assumption, not an official local forecast.",accepted 2026 settlement and employment network plus explicit polycentric adaptive scenario construction,S11C-NETWORK,moderate,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-B2075-04,B2075,Polycentric Adaptive Basin,2075,employment_geography,"Polycentric Adaptive Basin treats employment geography changes as a relationship among jobs, workers, and settlement locations without forecasting job totals. This is an explicit matured or diverged scenario state scenario assumption, not an official local forecast.",accepted 2026 settlement and employment network plus explicit polycentric adaptive scenario construction,S11C-NETWORK,moderate,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-B2075-05,B2075,Polycentric Adaptive Basin,2075,mobility_and_migration_boundary,"Polycentric Adaptive Basin treats commuting and migration remain separate; no individual movement or residential-relocation path is modeled. This is an explicit matured or diverged scenario state scenario assumption, not an official local forecast.",accepted 2026 settlement and employment network plus explicit polycentric adaptive scenario construction,S11C-NETWORK,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-B2075-06,B2075,Polycentric Adaptive Basin,2075,infrastructure_service_dependence,"Polycentric Adaptive Basin treats service dependence and maintenance interfaces change without assigning residents to exact utility territories or calculating vulnerability. This is an explicit matured or diverged scenario state scenario assumption, not an official local forecast.",accepted 2026 settlement and employment network plus explicit polycentric adaptive scenario construction,S11C-NETWORK,moderate,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-C2050-01,C2050,Uneven Change / Infrastructure Strain,2050,population_distribution,"Uneven Change / Infrastructure Strain treats relative population distribution changes among existing county and settlement anchors without a future total. This is an explicit intermediate trajectory scenario assumption, not an official local forecast.",accepted 2026 spatial and service interfaces plus explicit uneven-change stress-test construction,S11C-CLIMATE,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-C2050-02,C2050,Uneven Change / Infrastructure Strain,2050,settlement_form,"Uneven Change / Infrastructure Strain treats settlement form changes through concentration, deconcentration, infill, reuse, and secondary-center relationships. This is an explicit intermediate trajectory scenario assumption, not an official local forecast.",accepted 2026 spatial and service interfaces plus explicit uneven-change stress-test construction,S11C-CLIMATE,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-C2050-03,C2050,Uneven Change / Infrastructure Strain,2050,housing_form,"Uneven Change / Infrastructure Strain treats housing form and reuse diverge qualitatively without converting persons into households or housing units. This is an explicit intermediate trajectory scenario assumption, not an official local forecast.",accepted 2026 spatial and service interfaces plus explicit uneven-change stress-test construction,S11C-CLIMATE,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-C2050-04,C2050,Uneven Change / Infrastructure Strain,2050,employment_geography,"Uneven Change / Infrastructure Strain treats employment geography changes as a relationship among jobs, workers, and settlement locations without forecasting job totals. This is an explicit intermediate trajectory scenario assumption, not an official local forecast.",accepted 2026 spatial and service interfaces plus explicit uneven-change stress-test construction,S11C-CLIMATE,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-C2050-05,C2050,Uneven Change / Infrastructure Strain,2050,mobility_and_migration_boundary,"Uneven Change / Infrastructure Strain treats commuting and migration remain separate; no individual movement or residential-relocation path is modeled. This is an explicit intermediate trajectory scenario assumption, not an official local forecast.",accepted 2026 spatial and service interfaces plus explicit uneven-change stress-test construction,S11C-CLIMATE,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-C2050-06,C2050,Uneven Change / Infrastructure Strain,2050,infrastructure_service_dependence,"Uneven Change / Infrastructure Strain treats service dependence and maintenance interfaces change without assigning residents to exact utility territories or calculating vulnerability. This is an explicit intermediate trajectory scenario assumption, not an official local forecast.",accepted 2026 spatial and service interfaces plus explicit uneven-change stress-test construction,S11C-CLIMATE,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-C2075-01,C2075,Uneven Change / Infrastructure Strain,2075,population_distribution,"Uneven Change / Infrastructure Strain treats relative population distribution changes among existing county and settlement anchors without a future total. This is an explicit matured or diverged scenario state scenario assumption, not an official local forecast.",accepted 2026 spatial and service interfaces plus explicit uneven-change stress-test construction,S11C-CLIMATE,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-C2075-02,C2075,Uneven Change / Infrastructure Strain,2075,settlement_form,"Uneven Change / Infrastructure Strain treats settlement form changes through concentration, deconcentration, infill, reuse, and secondary-center relationships. This is an explicit matured or diverged scenario state scenario assumption, not an official local forecast.",accepted 2026 spatial and service interfaces plus explicit uneven-change stress-test construction,S11C-CLIMATE,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-C2075-03,C2075,Uneven Change / Infrastructure Strain,2075,housing_form,"Uneven Change / Infrastructure Strain treats housing form and reuse diverge qualitatively without converting persons into households or housing units. This is an explicit matured or diverged scenario state scenario assumption, not an official local forecast.",accepted 2026 spatial and service interfaces plus explicit uneven-change stress-test construction,S11C-CLIMATE,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-C2075-04,C2075,Uneven Change / Infrastructure Strain,2075,employment_geography,"Uneven Change / Infrastructure Strain treats employment geography changes as a relationship among jobs, workers, and settlement locations without forecasting job totals. This is an explicit matured or diverged scenario state scenario assumption, not an official local forecast.",accepted 2026 spatial and service interfaces plus explicit uneven-change stress-test construction,S11C-CLIMATE,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-C2075-05,C2075,Uneven Change / Infrastructure Strain,2075,mobility_and_migration_boundary,"Uneven Change / Infrastructure Strain treats commuting and migration remain separate; no individual movement or residential-relocation path is modeled. This is an explicit matured or diverged scenario state scenario assumption, not an official local forecast.",accepted 2026 spatial and service interfaces plus explicit uneven-change stress-test construction,S11C-CLIMATE,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
S11C-C2075-06,C2075,Uneven Change / Infrastructure Strain,2075,infrastructure_service_dependence,"Uneven Change / Infrastructure Strain treats service dependence and maintenance interfaces change without assigning residents to exact utility territories or calculating vulnerability. This is an explicit matured or diverged scenario state scenario assumption, not an official local forecast.",accepted 2026 spatial and service interfaces plus explicit uneven-change stress-test construction,S11C-CLIMATE,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative future state only; no unsupported exact population, household, housing-unit, worker, job, commuter, or migration value is created."
