object_id,scenario_id,scenario_year,baseline_object_id,object_name,domain,future_role,change_type,reality_status,relationship_basis,assumption_id,plausibility,source_or_basis,notes
IF-A2075-02,A2075,2075,OBS-DAT-GLOS-ERDDAP-CRIB,Mature provenance-linked lake observation product,lake_erie_hab,"open, traceable public product",data_opened,fictional,scenario_assumption,ISA-A2075-02,moderate,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-A2075-03,A2075,2075,OBS-MOD-NOAA-HAB-FORECAST,Mature explainable HAB forecast service,lake_erie_hab,shared forecast and explanation,provenance_strengthened,fictional,scenario_assumption,ISA-A2075-03,moderate,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-A2075-04,A2075,2075,OBS-ORG-CITY-TOLEDO-WATER,City of Toledo human water authority,lake_erie_hab,human decision authority retained,human_authority_retained,fictional,scenario_assumption,ISA-A2075-04,high,phase4a_toledo_water_quality,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-A2075-05,A2075,2075,OBS-MOD-NOAA-NWPS,Mature regional water-prediction service,maumee_hydrology,interoperable forecast service,expand_role,fictional,scenario_assumption,ISA-A2075-05,moderate,phase4c_noaa_ioos,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-A2075-06,A2075,2075,OBS-ORG-NWS,NWS regional warning explanation authority,maumee_hydrology,public warning advisor,expand_role,fictional,scenario_assumption,ISA-A2075-06,high,phase4a_nws_flood,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-A2075-07,A2075,2075,OBS-DAT-EPA-ECHO,Traceable public environmental record,environmental_regulatory,mature provenance-linked data,provenance_strengthened,fictional,scenario_assumption,ISA-A2075-06,moderate,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-A2075-08,A2075,2075,OBS-DAT-PJM-DATAMINER,Mature public PJM operating context,energy_information,stable public operator interface,persist,fictional,scenario_assumption,ISA-A2075-06,moderate,phase4a_pjm_dataminer,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-A2075-09,A2075,2075,OBS-ORG-PJM,PJM human regional operator authority,energy_information,operator authority retained,human_authority_retained,fictional,scenario_assumption,ISA-A2075-06,high,phase4a_pjm_operations,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-A2075-10,A2075,2075,,Regional data provenance utility,cross_system,shared lineage and explanation infrastructure,new_node,fictional,scenario_assumption,ISA-A2075-06,moderate,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-A2075-11,A2075,2075,,Public model-comparison service,cross_system,cross-agency model comparison,new_function,fictional,scenario_assumption,ISA-A2075-06,moderate,phase4c_noaa_ioos,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-A2075-12,A2075,2075,,Public decision-audit explanation function,cross_system,institutional explanation and audit,new_function,fictional,scenario_assumption,ISA-A2075-06,moderate,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2050-01,B2050,2050,OBS-NET-NOAA-GLERL-HAB,Federated Great Lakes HAB observation participant,lake_erie_hab,distributed observation ownership,federated_exchange,fictional,scenario_assumption,ISA-B2050-01,moderate,phase4c_noaa_ioos,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2050-02,B2050,2050,OBS-DAT-GLOS-ERDDAP-CRIB,Locally governed GLOS crib data product,lake_erie_hab,selectively shared lake data,federated_exchange,fictional,scenario_assumption,ISA-B2050-02,moderate,phase4c_nist_privacy_framework,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2050-03,B2050,2050,OBS-MOD-NOAA-HAB-FORECAST,Cross-checked regional HAB model,lake_erie_hab,multiple-model advisory role,model_dependence_increased,fictional,scenario_assumption,ISA-B2050-03,moderate,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2050-04,B2050,2050,OBS-ORG-CITY-TOLEDO-WATER,Municipal water decision authority,lake_erie_hab,local human authority,human_authority_retained,fictional,scenario_assumption,ISA-B2050-04,high,phase4a_toledo_water_quality,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2050-05,B2050,2050,OBS-MOD-NOAA-NWPS,Federated water-prediction participant,maumee_hydrology,regional/local forecast exchange,federated_exchange,fictional,scenario_assumption,ISA-B2050-05,moderate,phase4c_cisa_cpg,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2050-06,B2050,2050,OBS-ORG-NWS,NWS warning coordination participant,maumee_hydrology,shared warning advisor,federated_exchange,fictional,scenario_assumption,ISA-B2050-06,high,phase4a_nws_flood,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2050-07,B2050,2050,OBS-DAT-EPA-ECHO,Selective environmental reporting exchange,environmental_regulatory,federated regulatory data,data_restricted,fictional,scenario_assumption,ISA-B2050-06,moderate,phase4c_nist_privacy_framework,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2050-08,B2050,2050,OBS-DAT-PJM-DATAMINER,Federated PJM continuity information,energy_information,selective public/operator context,federated_exchange,fictional,scenario_assumption,ISA-B2050-06,moderate,phase4c_cisa_cpg,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2050-09,B2050,2050,OBS-ORG-PJM,PJM/operator authority with local coordination,energy_information,distributed coordination authority,human_authority_retained,fictional,scenario_assumption,ISA-B2050-06,high,phase4a_pjm_operations,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2050-10,B2050,2050,,Local edge analysis function,cross_system,municipal/local processing,new_function,fictional,scenario_assumption,ISA-B2050-06,moderate,phase4c_noaa_ioos,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2050-11,B2050,2050,,Federated exchange agreement function,cross_system,selective data federation,federated_exchange,fictional,scenario_assumption,ISA-B2050-06,moderate,phase4c_nist_privacy_framework,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2050-12,B2050,2050,,Continuity and redundancy function,cross_system,graceful degradation support,redundancy_added,fictional,scenario_assumption,ISA-B2050-06,moderate,phase4c_cisa_cpg,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2075-01,B2075,2075,OBS-NET-NOAA-GLERL-HAB,Mature federated Great Lakes observation network,lake_erie_hab,distributed observation role,federated_exchange,fictional,scenario_assumption,ISA-B2075-01,moderate,phase4c_noaa_ioos,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2075-02,B2075,2075,OBS-DAT-GLOS-ERDDAP-CRIB,Federated/local lake observation product,lake_erie_hab,selectively shared data,federated_exchange,fictional,scenario_assumption,ISA-B2075-02,moderate,phase4c_nist_privacy_framework,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2075-03,B2075,2075,OBS-MOD-NOAA-HAB-FORECAST,Multi-model regional HAB advisory,lake_erie_hab,cross-checked forecast,model_dependence_increased,fictional,scenario_assumption,ISA-B2075-03,moderate,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2075-04,B2075,2075,OBS-ORG-CITY-TOLEDO-WATER,Municipal water decision authority,lake_erie_hab,local human authority,human_authority_retained,fictional,scenario_assumption,ISA-B2075-04,high,phase4a_toledo_water_quality,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2075-05,B2075,2075,OBS-MOD-NOAA-NWPS,Federated regional water prediction,maumee_hydrology,fallback-compatible forecast role,federated_exchange,fictional,scenario_assumption,ISA-B2075-05,moderate,phase4c_cisa_cpg,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2075-06,B2075,2075,OBS-ORG-NWS,Federated NWS warning role,maumee_hydrology,regional warning coordinator,federated_exchange,fictional,scenario_assumption,ISA-B2075-06,high,phase4a_nws_flood,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2075-07,B2075,2075,OBS-DAT-EPA-ECHO,Federated environmental record,environmental_regulatory,selective regulatory exchange,data_restricted,fictional,scenario_assumption,ISA-B2075-06,moderate,phase4c_nist_privacy_framework,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2075-08,B2075,2075,OBS-DAT-PJM-DATAMINER,Distributed operator-information exchange,energy_information,selective public/operator context,federated_exchange,fictional,scenario_assumption,ISA-B2075-06,moderate,phase4c_cisa_cpg,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2075-09,B2075,2075,OBS-ORG-PJM,Distributed PJM/operator authority,energy_information,federated operator coordination,human_authority_retained,fictional,scenario_assumption,ISA-B2075-06,high,phase4a_pjm_operations,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2075-10,B2075,2075,,Local model comparison function,cross_system,independent model checking,new_function,fictional,scenario_assumption,ISA-B2075-06,moderate,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2075-11,B2075,2075,,Federated data stewardship function,cross_system,minimum-necessary exchange,federated_exchange,fictional,scenario_assumption,ISA-B2075-06,moderate,phase4c_nist_privacy_framework,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-B2075-12,B2075,2075,,Regional continuity mesh function,cross_system,distributed fallback support,redundancy_added,fictional,scenario_assumption,ISA-B2075-06,moderate,phase4c_cisa_cpg,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2050-01,C2050,2050,OBS-NET-NOAA-GLERL-HAB,Dense Great Lakes HAB observation coordinator,lake_erie_hab,dense sensing and machine-assisted coordination,expand_role,fictional,scenario_assumption,ISA-C2050-01,exploratory,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2050-02,C2050,2050,OBS-DAT-GLOS-ERDDAP-CRIB,High-value lake observation data product,lake_erie_hab,increased data concentration and provenance,dependency_increased,fictional,scenario_assumption,ISA-C2050-02,exploratory,phase4c_cisa_cpg,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2050-03,C2050,2050,OBS-MOD-NOAA-HAB-FORECAST,AI-assisted Lake Erie HAB forecast,lake_erie_hab,automated analysis and recommendation,automated_analysis,fictional,scenario_assumption,ISA-C2050-03,exploratory,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2050-04,C2050,2050,OBS-ORG-CITY-TOLEDO-WATER,City human supervisory water authority,lake_erie_hab,human final decision authority retained,human_authority_retained,fictional,scenario_assumption,ISA-C2050-04,exploratory,phase4a_toledo_water_quality,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2050-05,C2050,2050,OBS-MOD-NOAA-NWPS,AI-assisted water-prediction service,maumee_hydrology,automated anomaly detection and forecast analysis,automated_analysis,fictional,scenario_assumption,ISA-C2050-05,exploratory,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2050-06,C2050,2050,OBS-ORG-NWS,NWS warning authority with machine recommendations,maumee_hydrology,human warning authority over automated analysis,human_authority_retained,fictional,scenario_assumption,ISA-C2050-06,exploratory,phase4a_nws_flood,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2050-07,C2050,2050,OBS-DAT-EPA-ECHO,Authenticated environmental compliance record,environmental_regulatory,stronger provenance and access controls,provenance_strengthened,fictional,scenario_assumption,ISA-C2050-06,exploratory,phase4c_cisa_cpg,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2050-08,C2050,2050,OBS-DAT-PJM-DATAMINER,High-volume PJM operating-information interface,energy_information,increased machine-to-machine dependence,dependency_increased,fictional,scenario_assumption,ISA-C2050-06,exploratory,phase4c_cisa_cpg,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2050-09,C2050,2050,OBS-ORG-PJM,PJM operator with human supervisory authority,energy_information,operator-led automation with human authority,automated_operation,fictional,scenario_assumption,ISA-C2050-06,exploratory,phase4a_pjm_operations,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2050-10,C2050,2050,,AI-assisted cross-domain analysis function,cross_system,machine-assisted synthesis,automated_analysis,fictional,scenario_assumption,ISA-C2050-06,exploratory,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2050-11,C2050,2050,,Automated anomaly detection function,cross_system,rapid signal triage,automated_analysis,fictional,scenario_assumption,ISA-C2050-06,exploratory,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2050-12,C2050,2050,,Provenance and authentication assurance function,cross_system,trusted lineage and access control,provenance_strengthened,fictional,scenario_assumption,ISA-C2050-06,exploratory,phase4c_cisa_cpg,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2075-01,C2075,2075,OBS-NET-NOAA-GLERL-HAB,Mature dense HAB observation ecosystem,lake_erie_hab,dense interconnected sensing,expand_role,fictional,scenario_assumption,ISA-C2075-01,exploratory,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2075-02,C2075,2075,OBS-DAT-GLOS-ERDDAP-CRIB,Strategic lake information product,lake_erie_hab,high-value authenticated data dependency,dependency_increased,fictional,scenario_assumption,ISA-C2075-02,exploratory,phase4c_cisa_cpg,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2075-03,C2075,2075,OBS-MOD-NOAA-HAB-FORECAST,Mature AI-assisted HAB forecast,lake_erie_hab,automated analysis under human review,automated_analysis,fictional,scenario_assumption,ISA-C2075-03,exploratory,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2075-04,C2075,2075,OBS-ORG-CITY-TOLEDO-WATER,City human supervisory water authority,lake_erie_hab,human final decision authority retained,human_authority_retained,fictional,scenario_assumption,ISA-C2075-04,exploratory,phase4a_toledo_water_quality,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2075-05,C2075,2075,OBS-MOD-NOAA-NWPS,Mature automated water-prediction service,maumee_hydrology,automated forecast and anomaly analysis,automated_analysis,fictional,scenario_assumption,ISA-C2075-05,exploratory,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2075-06,C2075,2075,OBS-ORG-NWS,NWS human warning legitimacy authority,maumee_hydrology,human/public authority over automated products,human_authority_retained,fictional,scenario_assumption,ISA-C2075-06,exploratory,phase4a_nws_flood,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2075-07,C2075,2075,OBS-DAT-EPA-ECHO,Authenticated machine-assisted environmental record,environmental_regulatory,restricted/provenance-strong data product,data_restricted,fictional,scenario_assumption,ISA-C2075-06,exploratory,phase4c_cisa_cpg,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2075-08,C2075,2075,OBS-DAT-PJM-DATAMINER,Strategic PJM information interface,energy_information,high-concentration operating information,dependency_increased,fictional,scenario_assumption,ISA-C2075-06,exploratory,phase4c_cisa_cpg,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2075-09,C2075,2075,OBS-ORG-PJM,PJM operator-led bounded automation,energy_information,automated operations with human authority,automated_operation,fictional,scenario_assumption,ISA-C2075-06,exploratory,phase4a_pjm_operations,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2075-10,C2075,2075,,Mature AI-assisted cross-domain analysis,cross_system,machine synthesis of competing products,automated_analysis,fictional,scenario_assumption,ISA-C2075-06,exploratory,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2075-11,C2075,2075,,Mature automated continuity function,cross_system,bounded automated fallback operation,automated_operation,fictional,scenario_assumption,ISA-C2075-06,exploratory,phase4c_cisa_cpg,Scenario delta only; no future coordinate or quantitative deployment claim.
IF-C2075-12,C2075,2075,,Institutional provenance and trust function,cross_system,"authentication, lineage, and explanation",provenance_strengthened,fictional,scenario_assumption,ISA-C2075-06,exploratory,phase4c_nist_ai_rmf,Scenario delta only; no future coordinate or quantitative deployment claim.
