edge_id,scenario_id,scenario_year,from_object_id,to_object_id,relationship_type,change_type,reality_status,relationship_basis,assumption_id,plausibility,source_or_basis,notes
IFE-B2050-06,B2050,2050,IF-B2050-07,IF-B2050-04,used_by,new_edge,fictional,scenario_assumption,ISA-B2050-06,moderate,phase4c_cisa_cpg,Scenario relationship only; not a physical communication route or automated final decision.
IFE-B2050-07,B2050,2050,IF-B2050-08,IF-B2050-09,used_by,new_edge,fictional,scenario_assumption,ISA-B2050-01,moderate,phase4c_noaa_ioos,Scenario relationship only; not a physical communication route or automated final decision.
IFE-B2050-08,B2050,2050,IF-B2050-10,IF-B2050-11,supports_decision,new_edge,fictional,scenario_assumption,ISA-B2050-02,moderate,phase4c_nist_privacy_framework,Scenario relationship only; not a physical communication route or automated final decision.
IFE-B2075-01,B2075,2075,IF-B2075-01,IF-B2075-02,supports_decision,provenance_strengthened,fictional,scenario_assumption,ISA-B2075-01,moderate,phase4c_noaa_ioos,Scenario relationship only; not a physical communication route or automated final decision.
IFE-B2075-02,B2075,2075,IF-B2075-02,IF-B2075-03,feeds,new_edge,fictional,scenario_assumption,ISA-B2075-02,moderate,phase4c_nist_privacy_framework,Scenario relationship only; not a physical communication route or automated final decision.
IFE-B2075-03,B2075,2075,IF-B2075-03,IF-B2075-04,supports_decision,human_authority_retained,fictional,scenario_assumption,ISA-B2075-03,moderate,phase4a_toledo_water_quality,Scenario relationship only; not a physical communication route or automated final decision.
IFE-B2075-04,B2075,2075,IF-B2075-05,IF-B2075-06,supports_decision,new_edge,fictional,scenario_assumption,ISA-B2075-04,moderate,phase4c_cisa_cpg,Scenario relationship only; not a physical communication route or automated final decision.
IFE-B2075-05,B2075,2075,IF-B2075-06,IF-B2075-04,supports_decision,new_edge,fictional,scenario_assumption,ISA-B2075-05,moderate,phase4a_epa_npdes,Scenario relationship only; not a physical communication route or automated final decision.
IFE-B2075-06,B2075,2075,IF-B2075-07,IF-B2075-04,used_by,new_edge,fictional,scenario_assumption,ISA-B2075-06,moderate,phase4c_cisa_cpg,Scenario relationship only; not a physical communication route or automated final decision.
IFE-B2075-07,B2075,2075,IF-B2075-08,IF-B2075-09,used_by,new_edge,fictional,scenario_assumption,ISA-B2075-01,moderate,phase4c_noaa_ioos,Scenario relationship only; not a physical communication route or automated final decision.
IFE-B2075-08,B2075,2075,IF-B2075-10,IF-B2075-11,supports_decision,new_edge,fictional,scenario_assumption,ISA-B2075-02,moderate,phase4c_nist_privacy_framework,Scenario relationship only; not a physical communication route or automated final decision.
IFE-C2050-01,C2050,2050,IF-C2050-01,IF-C2050-02,supports_decision,provenance_strengthened,fictional,scenario_assumption,ISA-C2050-01,exploratory,phase4c_nist_ai_rmf,Scenario relationship only; not a physical communication route or automated final decision.
IFE-C2050-02,C2050,2050,IF-C2050-02,IF-C2050-03,feeds,new_edge,fictional,scenario_assumption,ISA-C2050-02,exploratory,phase4c_nist_ai_rmf,Scenario relationship only; not a physical communication route or automated final decision.
IFE-C2050-03,C2050,2050,IF-C2050-03,IF-C2050-04,supports_decision,human_authority_retained,fictional,scenario_assumption,ISA-C2050-03,exploratory,phase4a_glerl_hab,Scenario relationship only; not a physical communication route or automated final decision.
IFE-C2050-04,C2050,2050,IF-C2050-05,IF-C2050-06,supports_decision,new_edge,fictional,scenario_assumption,ISA-C2050-04,exploratory,phase4c_nist_ai_rmf,Scenario relationship only; not a physical communication route or automated final decision.
IFE-C2050-05,C2050,2050,IF-C2050-06,IF-C2050-04,supports_decision,new_edge,fictional,scenario_assumption,ISA-C2050-05,exploratory,phase4c_cisa_cpg,Scenario relationship only; not a physical communication route or automated final decision.
IFE-C2050-06,C2050,2050,IF-C2050-07,IF-C2050-04,used_by,new_edge,fictional,scenario_assumption,ISA-C2050-06,exploratory,phase4c_cisa_cpg,Scenario relationship only; not a physical communication route or automated final decision.
IFE-C2050-07,C2050,2050,IF-C2050-08,IF-C2050-09,used_by,new_edge,fictional,scenario_assumption,ISA-C2050-01,exploratory,phase4c_nist_ai_rmf,Scenario relationship only; not a physical communication route or automated final decision.
IFE-C2050-08,C2050,2050,IF-C2050-10,IF-C2050-11,supports_decision,new_edge,fictional,scenario_assumption,ISA-C2050-02,exploratory,phase4c_nist_ai_rmf,Scenario relationship only; not a physical communication route or automated final decision.
IFE-C2075-01,C2075,2075,IF-C2075-01,IF-C2075-02,supports_decision,provenance_strengthened,fictional,scenario_assumption,ISA-C2075-01,exploratory,phase4c_cisa_cpg,Scenario relationship only; not a physical communication route or automated final decision.
IFE-C2075-02,C2075,2075,IF-C2075-02,IF-C2075-03,feeds,new_edge,fictional,scenario_assumption,ISA-C2075-02,exploratory,phase4c_nist_ai_rmf,Scenario relationship only; not a physical communication route or automated final decision.
IFE-C2075-03,C2075,2075,IF-C2075-03,IF-C2075-04,supports_decision,human_authority_retained,fictional,scenario_assumption,ISA-C2075-03,exploratory,phase4c_nist_ai_rmf,Scenario relationship only; not a physical communication route or automated final decision.
IFE-C2075-04,C2075,2075,IF-C2075-05,IF-C2075-06,supports_decision,new_edge,fictional,scenario_assumption,ISA-C2075-04,exploratory,phase4c_cisa_cpg,Scenario relationship only; not a physical communication route or automated final decision.
IFE-C2075-05,C2075,2075,IF-C2075-06,IF-C2075-04,supports_decision,new_edge,fictional,scenario_assumption,ISA-C2075-05,exploratory,phase4c_nist_ai_rmf,Scenario relationship only; not a physical communication route or automated final decision.
IFE-C2075-06,C2075,2075,IF-C2075-07,IF-C2075-04,used_by,new_edge,fictional,scenario_assumption,ISA-C2075-06,exploratory,phase4c_cisa_cpg,Scenario relationship only; not a physical communication route or automated final decision.
IFE-C2075-07,C2075,2075,IF-C2075-08,IF-C2075-09,used_by,new_edge,fictional,scenario_assumption,ISA-C2075-01,exploratory,phase4c_cisa_cpg,Scenario relationship only; not a physical communication route or automated final decision.
IFE-C2075-08,C2075,2075,IF-C2075-10,IF-C2075-11,supports_decision,new_edge,fictional,scenario_assumption,ISA-C2075-02,exploratory,phase4c_nist_ai_rmf,Scenario relationship only; not a physical communication route or automated final decision.
