assumption_id,scenario_id,scenario,horizon,domain,assumption,evidence_basis,source_id,uncertainty,reality_status,canon_status,classification,numeric_future_value_adopted,notes
IDFA-B2050-05,B2050,Networked but Uneven Adaptation,2050,infrastructure_dependency,"Treatment, cold chain, laboratory, energy, communications, and facility dependencies are buffered unevenly; local fallback capacity and maintenance practices remain emerging and selective. 2050 is an intermediate trajectory in which adaptation is distributed across basin nodes with uneven coverage, methods, and response timing.","Accepted Phase 13A/13B infectious-disease system and dependency context plus explicit qualitative scenario construction; 2050 is an intermediate trajectory in which adaptation is distributed across basin nodes with uneven coverage, methods, and response timing.",phase3_energy_context,high,fictional,scenario,SCENARIO ASSUMPTION,false,"No exact future value, incidence, case total, outbreak probability, disease burden, individual risk, or local downscaling is adopted. Transmission opportunity ≠ future incidence; environmental suitability ≠ disease burden; surveillance sensitivity is not disease intensity; infrastructure stress ≠ illness; mobility/connectivity ≠ outbreak. No future case total and no unsupported local downscaling is adopted."
IDFA-B2050-06,B2050,Networked but Uneven Adaptation,2050,governance_coordination,"Cross-jurisdiction coordination develops through issue-specific agreements and overlapping networks, with redundancy, negotiation friction, and emerging and selective differences in responsibility and reporting. 2050 is an intermediate trajectory in which adaptation is distributed across basin nodes with uneven coverage, methods, and response timing.","Accepted Phase 13A/13B infectious-disease system and dependency context plus explicit qualitative scenario construction; 2050 is an intermediate trajectory in which adaptation is distributed across basin nodes with uneven coverage, methods, and response timing.",phase10_coordination_context,high,fictional,scenario,SCENARIO ASSUMPTION,false,"No exact future value, incidence, case total, outbreak probability, disease burden, individual risk, or local downscaling is adopted. Transmission opportunity ≠ future incidence; environmental suitability ≠ disease burden; surveillance sensitivity is not disease intensity; infrastructure stress ≠ illness; mobility/connectivity ≠ outbreak. No future case total and no unsupported local downscaling is adopted."
IDFA-B2075-01,B2075,Networked but Uneven Adaptation,2075,environmental_interface,"Environmental and host interfaces diverge across urban, wetland, agricultural, forest-edge, and healthcare settings; adaptation is institutionalized in selected interfaces in some nodes and limited in others. 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.","Accepted Phase 13A/13B infectious-disease system and dependency context plus explicit qualitative scenario construction; 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.",phase9_hazard_dependency_context,high,fictional,scenario,SCENARIO ASSUMPTION,false,"No exact future value, incidence, case total, outbreak probability, disease burden, individual risk, or local downscaling is adopted. Transmission opportunity ≠ future incidence; environmental suitability ≠ disease burden; surveillance sensitivity is not disease intensity; infrastructure stress ≠ illness; mobility/connectivity ≠ outbreak. No future case total and no unsupported local downscaling is adopted."
IDFA-B2075-02,B2075,Networked but Uneven Adaptation,2075,mobility_connectivity,"Distributed mobility, freight, workplace, and settlement networks produce different interface pressures and investigation pathways; connectivity is institutionalized in selected interfaces but not uniform or equivalent to transmission. 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.","Accepted Phase 13A/13B infectious-disease system and dependency context plus explicit qualitative scenario construction; 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.",phase11_mobility_context,high,fictional,scenario,SCENARIO ASSUMPTION,false,"No exact future value, incidence, case total, outbreak probability, disease burden, individual risk, or local downscaling is adopted. Transmission opportunity ≠ future incidence; environmental suitability ≠ disease burden; surveillance sensitivity is not disease intensity; infrastructure stress ≠ illness; mobility/connectivity ≠ outbreak. No future case total and no unsupported local downscaling is adopted."
IDFA-B2075-03,B2075,Networked but Uneven Adaptation,2075,surveillance_detection,"Surveillance coverage, laboratory participation, wastewater observation, vector programs, veterinary reporting, and HAI/AMR detection remain heterogeneous and institutionalized in selected interfaces across nodes. 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.","Accepted Phase 13A/13B infectious-disease system and dependency context plus explicit qualitative scenario construction; 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.",s13_nndss_about,high,fictional,scenario,SCENARIO ASSUMPTION,false,"No exact future value, incidence, case total, outbreak probability, disease burden, individual risk, or local downscaling is adopted. Transmission opportunity ≠ future incidence; environmental suitability ≠ disease burden; surveillance sensitivity is not disease intensity; infrastructure stress ≠ illness; mobility/connectivity ≠ outbreak. No future case total and no unsupported local downscaling is adopted."
IDFA-B2075-04,B2075,Networked but Uneven Adaptation,2075,response_healthcare,"Healthcare and public-health response capacity is strong in some centers and constrained or slower in others, with institutionalized in selected interfaces coordination through overlapping institutional networks. 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.","Accepted Phase 13A/13B infectious-disease system and dependency context plus explicit qualitative scenario construction; 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.",phase10_coordination_context,high,fictional,scenario,SCENARIO ASSUMPTION,false,"No exact future value, incidence, case total, outbreak probability, disease burden, individual risk, or local downscaling is adopted. Transmission opportunity ≠ future incidence; environmental suitability ≠ disease burden; surveillance sensitivity is not disease intensity; infrastructure stress ≠ illness; mobility/connectivity ≠ outbreak. No future case total and no unsupported local downscaling is adopted."
IDFA-B2075-05,B2075,Networked but Uneven Adaptation,2075,infrastructure_dependency,"Treatment, cold chain, laboratory, energy, communications, and facility dependencies are buffered unevenly; local fallback capacity and maintenance practices remain institutionalized in selected interfaces. 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.","Accepted Phase 13A/13B infectious-disease system and dependency context plus explicit qualitative scenario construction; 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.",phase3_energy_context,high,fictional,scenario,SCENARIO ASSUMPTION,false,"No exact future value, incidence, case total, outbreak probability, disease burden, individual risk, or local downscaling is adopted. Transmission opportunity ≠ future incidence; environmental suitability ≠ disease burden; surveillance sensitivity is not disease intensity; infrastructure stress ≠ illness; mobility/connectivity ≠ outbreak. No future case total and no unsupported local downscaling is adopted."
IDFA-B2075-06,B2075,Networked but Uneven Adaptation,2075,governance_coordination,"Cross-jurisdiction coordination develops through issue-specific agreements and overlapping networks, with redundancy, negotiation friction, and institutionalized in selected interfaces differences in responsibility and reporting. 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.","Accepted Phase 13A/13B infectious-disease system and dependency context plus explicit qualitative scenario construction; 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.",phase10_coordination_context,high,fictional,scenario,SCENARIO ASSUMPTION,false,"No exact future value, incidence, case total, outbreak probability, disease burden, individual risk, or local downscaling is adopted. Transmission opportunity ≠ future incidence; environmental suitability ≠ disease burden; surveillance sensitivity is not disease intensity; infrastructure stress ≠ illness; mobility/connectivity ≠ outbreak. No future case total and no unsupported local downscaling is adopted."
IDFA-C2050-01,C2050,Higher Transmission Opportunity / Response Strain,2050,environmental_interface,"Warmer and more variable conditions, flooding/runoff contrasts, water-system interruptions, host interfaces, and developed-edge maintenance gaps create more permissive opportunity in selected systems; this pressure is emerging and selective. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.",Accepted Phase 13A/13B infectious-disease system and dependency context plus explicit qualitative scenario construction; 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.,phase9_hazard_dependency_context,high,fictional,scenario,SCENARIO ASSUMPTION,false,"No exact future value, incidence, case total, outbreak probability, disease burden, individual risk, or local downscaling is adopted. Transmission opportunity ≠ future incidence; environmental suitability ≠ disease burden; surveillance sensitivity is not disease intensity; infrastructure stress ≠ illness; mobility/connectivity ≠ outbreak. No future case total and no unsupported local downscaling is adopted."
IDFA-C2050-02,C2050,Higher Transmission Opportunity / Response Strain,2050,mobility_connectivity,"Mobility and freight connectivity remain consequential pathways while infrastructure disruption and access constraints increase selected interface friction; the pattern is emerging and selective, not an outbreak claim. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.",Accepted Phase 13A/13B infectious-disease system and dependency context plus explicit qualitative scenario construction; 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.,phase11_mobility_context,high,fictional,scenario,SCENARIO ASSUMPTION,false,"No exact future value, incidence, case total, outbreak probability, disease burden, individual risk, or local downscaling is adopted. Transmission opportunity ≠ future incidence; environmental suitability ≠ disease burden; surveillance sensitivity is not disease intensity; infrastructure stress ≠ illness; mobility/connectivity ≠ outbreak. No future case total and no unsupported local downscaling is adopted."
IDFA-C2050-03,C2050,Higher Transmission Opportunity / Response Strain,2050,surveillance_detection,"Environmental, vector, wastewater, laboratory, veterinary, and healthcare/AMR surveillance face selected coverage and reporting lags relative to changing interfaces; capable programs persist but the lag is emerging and selective. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.",Accepted Phase 13A/13B infectious-disease system and dependency context plus explicit qualitative scenario construction; 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.,s13_nndss_about,high,fictional,scenario,SCENARIO ASSUMPTION,false,"No exact future value, incidence, case total, outbreak probability, disease burden, individual risk, or local downscaling is adopted. Transmission opportunity ≠ future incidence; environmental suitability ≠ disease burden; surveillance sensitivity is not disease intensity; infrastructure stress ≠ illness; mobility/connectivity ≠ outbreak. No future case total and no unsupported local downscaling is adopted."
IDFA-C2050-04,C2050,Higher Transmission Opportunity / Response Strain,2050,response_healthcare,"Public-health and healthcare systems face a narrower response margin at selected seams, with coordination strain, delayed handoffs, and episodic service disruption becoming emerging and selective without a prevalence claim. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.",Accepted Phase 13A/13B infectious-disease system and dependency context plus explicit qualitative scenario construction; 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.,phase10_coordination_context,high,fictional,scenario,SCENARIO ASSUMPTION,false,"No exact future value, incidence, case total, outbreak probability, disease burden, individual risk, or local downscaling is adopted. Transmission opportunity ≠ future incidence; environmental suitability ≠ disease burden; surveillance sensitivity is not disease intensity; infrastructure stress ≠ illness; mobility/connectivity ≠ outbreak. No future case total and no unsupported local downscaling is adopted."
IDFA-C2050-05,C2050,Higher Transmission Opportunity / Response Strain,2050,infrastructure_dependency,"Treatment resilience, cold chain, laboratory continuity, energy, communications, and facility dependencies become more consequential where maintenance or access lags; this dependency pattern is emerging and selective. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.",Accepted Phase 13A/13B infectious-disease system and dependency context plus explicit qualitative scenario construction; 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.,phase3_energy_context,high,fictional,scenario,SCENARIO ASSUMPTION,false,"No exact future value, incidence, case total, outbreak probability, disease burden, individual risk, or local downscaling is adopted. Transmission opportunity ≠ future incidence; environmental suitability ≠ disease burden; surveillance sensitivity is not disease intensity; infrastructure stress ≠ illness; mobility/connectivity ≠ outbreak. No future case total and no unsupported local downscaling is adopted."
IDFA-C2050-06,C2050,Higher Transmission Opportunity / Response Strain,2050,governance_coordination,"Coordination remains functional in capable institutions but becomes slower and less coherent across selected jurisdictions, operators, and programs as responsibility seams become emerging and selective. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.",Accepted Phase 13A/13B infectious-disease system and dependency context plus explicit qualitative scenario construction; 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.,phase10_coordination_context,high,fictional,scenario,SCENARIO ASSUMPTION,false,"No exact future value, incidence, case total, outbreak probability, disease burden, individual risk, or local downscaling is adopted. Transmission opportunity ≠ future incidence; environmental suitability ≠ disease burden; surveillance sensitivity is not disease intensity; infrastructure stress ≠ illness; mobility/connectivity ≠ outbreak. No future case total and no unsupported local downscaling is adopted."
IDFA-C2075-01,C2075,Higher Transmission Opportunity / Response Strain,2075,environmental_interface,"Warmer and more variable conditions, flooding/runoff contrasts, water-system interruptions, host interfaces, and developed-edge maintenance gaps create more permissive opportunity in selected systems; this pressure is institutionalized in selected interfaces. 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain.",Accepted Phase 13A/13B infectious-disease system and dependency context plus explicit qualitative scenario construction; 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain.,phase9_hazard_dependency_context,high,fictional,scenario,SCENARIO ASSUMPTION,false,"No exact future value, incidence, case total, outbreak probability, disease burden, individual risk, or local downscaling is adopted. Transmission opportunity ≠ future incidence; environmental suitability ≠ disease burden; surveillance sensitivity is not disease intensity; infrastructure stress ≠ illness; mobility/connectivity ≠ outbreak. No future case total and no unsupported local downscaling is adopted."
IDFA-C2075-02,C2075,Higher Transmission Opportunity / Response Strain,2075,mobility_connectivity,"Mobility and freight connectivity remain consequential pathways while infrastructure disruption and access constraints increase selected interface friction; the pattern is institutionalized in selected interfaces, not an outbreak claim. 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain.",Accepted Phase 13A/13B infectious-disease system and dependency context plus explicit qualitative scenario construction; 2075 is a matured or diverged state in which selected opportunity windows and disruptions are more consequential while capable programs persist amid coordination strain.,phase11_mobility_context,high,fictional,scenario,SCENARIO ASSUMPTION,false,"No exact future value, incidence, case total, outbreak probability, disease burden, individual risk, or local downscaling is adopted. Transmission opportunity ≠ future incidence; environmental suitability ≠ disease burden; surveillance sensitivity is not disease intensity; infrastructure stress ≠ illness; mobility/connectivity ≠ outbreak. No future case total and no unsupported local downscaling is adopted."
