assumption_id,scenario_id,scenario,horizon,domain,assumption,evidence_basis,source_id,uncertainty,reality_status,canon_status,classification,numeric_future_value_adopted,notes
VEFA-B2075-04,B2075,Heterogeneous Adaptive Basin,2075,surveillance,"Surveillance remains functional but uneven across programs, habitats, methods, and jurisdictions; detections can expand in some places without establishing a comparable abundance measure. By 2075, this is the B scenario's matured or diverged ecological state: local habitat and program differences are durable across overlapping adaptive networks; it is not an observed distribution or forecast.","accepted vector, climate, hydrology, population, and governance context plus explicit scenario construction; By 2075, this is the B scenario's matured or diverged ecological state: local habitat and program differences are durable across overlapping adaptive networks; it is not an observed distribution or forecast.",VFS-007,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative assumption only; no vector count, abundance, prevalence, contact, infection, disease, probability, or exact range is assigned."
VEFA-B2075-05,B2075,Heterogeneous Adaptive Basin,2075,settlement_interface,"Population concentration, workplace form, and land-cover interfaces differ across the basin; these differences guide potential monitoring interfaces rather than human-contact estimates. By 2075, this is the B scenario's matured or diverged ecological state: local habitat and program differences are durable across overlapping adaptive networks; it is not an observed distribution or forecast.","accepted vector, climate, hydrology, population, and governance context plus explicit scenario construction; By 2075, this is the B scenario's matured or diverged ecological state: local habitat and program differences are durable across overlapping adaptive networks; it is not an observed distribution or forecast.",VFS-017,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative assumption only; no vector count, abundance, prevalence, contact, infection, disease, probability, or exact range is assigned."
VEFA-B2075-06,B2075,Heterogeneous Adaptive Basin,2075,governance_response,"Management and surveillance operate through overlapping local and regional arrangements, producing functional adaptation in some places and persistent negotiation or coverage gaps in others. By 2075, this is the B scenario's matured or diverged ecological state: local habitat and program differences are durable across overlapping adaptive networks; it is not an observed distribution or forecast.","accepted vector, climate, hydrology, population, and governance context plus explicit scenario construction; By 2075, this is the B scenario's matured or diverged ecological state: local habitat and program differences are durable across overlapping adaptive networks; it is not an observed distribution or forecast.",VFS-016,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative assumption only; no vector count, abundance, prevalence, contact, infection, disease, probability, or exact range is assigned."
VEFA-C2050-01,C2050,Warmer / More Variable Vector Landscape,2050,climate_hydrology,Warmer conditions and stronger drought/heavy-rain contrasts create episodic habitat opportunities and interruptions; selected seasonal windows may lengthen while local water availability remains variable. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.,"accepted vector, climate, hydrology, population, and governance context plus explicit scenario construction; This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.",VFS-010,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative assumption only; no vector count, abundance, prevalence, contact, infection, disease, probability, or exact range is assigned."
VEFA-C2050-02,C2050,Warmer / More Variable Vector Landscape,2050,urban_containers,"Developed edges, containers, gutters, and stagnant infrastructure provide more opportunities in selected locations where maintenance struggles to keep pace, without implying uniform habitat or abundance. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","accepted vector, climate, hydrology, population, and governance context plus explicit scenario construction; This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.",VFS-005,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative assumption only; no vector count, abundance, prevalence, contact, infection, disease, probability, or exact range is assigned."
VEFA-C2050-03,C2050,Warmer / More Variable Vector Landscape,2050,forest_edge_host,"Warmth, humidity variability, vegetation change, and host relationships alter forest-edge conditions in uncertain and location-specific ways; suitable microhabitat remains possible but unmeasured. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","accepted vector, climate, hydrology, population, and governance context plus explicit scenario construction; This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.",VFS-008,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative assumption only; no vector count, abundance, prevalence, contact, infection, disease, probability, or exact range is assigned."
VEFA-C2050-04,C2050,Warmer / More Variable Vector Landscape,2050,surveillance,"Selected locations experience surveillance or management lag relative to ecological change, while capable programs continue elsewhere; detection timing and effort therefore remain uneven. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","accepted vector, climate, hydrology, population, and governance context plus explicit scenario construction; This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.",VFS-007,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative assumption only; no vector count, abundance, prevalence, contact, infection, disease, probability, or exact range is assigned."
VEFA-C2050-05,C2050,Warmer / More Variable Vector Landscape,2050,settlement_interface,"Settlement concentration and infrastructure conditions create selected vector-environment interfaces, but no person-level contact, exposure, infection, or disease inference is made. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","accepted vector, climate, hydrology, population, and governance context plus explicit scenario construction; This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.",VFS-017,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative assumption only; no vector count, abundance, prevalence, contact, infection, disease, probability, or exact range is assigned."
VEFA-C2050-06,C2050,Warmer / More Variable Vector Landscape,2050,governance_response,"Monitoring and management coordination struggles to keep pace at selected seams, increasing uncertainty about detection and response without assuming institutional collapse or disease outcomes. This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.","accepted vector, climate, hydrology, population, and governance context plus explicit scenario construction; This is the C scenario's intermediate 2050 ecological trajectory: climate variability begins to expose selected habitat and monitoring seams; it is not an observed distribution or forecast.",VFS-016,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative assumption only; no vector count, abundance, prevalence, contact, infection, disease, probability, or exact range is assigned."
VEFA-C2075-01,C2075,Warmer / More Variable Vector Landscape,2075,climate_hydrology,"Warmer conditions and stronger drought/heavy-rain contrasts create episodic habitat opportunities and interruptions; selected seasonal windows may lengthen while local water availability remains variable. By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.","accepted vector, climate, hydrology, population, and governance context plus explicit scenario construction; By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.",VFS-010,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative assumption only; no vector count, abundance, prevalence, contact, infection, disease, probability, or exact range is assigned."
VEFA-C2075-02,C2075,Warmer / More Variable Vector Landscape,2075,urban_containers,"Developed edges, containers, gutters, and stagnant infrastructure provide more opportunities in selected locations where maintenance struggles to keep pace, without implying uniform habitat or abundance. By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.","accepted vector, climate, hydrology, population, and governance context plus explicit scenario construction; By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.",VFS-005,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative assumption only; no vector count, abundance, prevalence, contact, infection, disease, probability, or exact range is assigned."
VEFA-C2075-03,C2075,Warmer / More Variable Vector Landscape,2075,forest_edge_host,"Warmth, humidity variability, vegetation change, and host relationships alter forest-edge conditions in uncertain and location-specific ways; suitable microhabitat remains possible but unmeasured. By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.","accepted vector, climate, hydrology, population, and governance context plus explicit scenario construction; By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.",VFS-008,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative assumption only; no vector count, abundance, prevalence, contact, infection, disease, probability, or exact range is assigned."
VEFA-C2075-04,C2075,Warmer / More Variable Vector Landscape,2075,surveillance,"Selected locations experience surveillance or management lag relative to ecological change, while capable programs continue elsewhere; detection timing and effort therefore remain uneven. By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.","accepted vector, climate, hydrology, population, and governance context plus explicit scenario construction; By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.",VFS-007,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative assumption only; no vector count, abundance, prevalence, contact, infection, disease, probability, or exact range is assigned."
VEFA-C2075-05,C2075,Warmer / More Variable Vector Landscape,2075,settlement_interface,"Settlement concentration and infrastructure conditions create selected vector-environment interfaces, but no person-level contact, exposure, infection, or disease inference is made. By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.","accepted vector, climate, hydrology, population, and governance context plus explicit scenario construction; By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.",VFS-017,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative assumption only; no vector count, abundance, prevalence, contact, infection, disease, probability, or exact range is assigned."
VEFA-C2075-06,C2075,Warmer / More Variable Vector Landscape,2075,governance_response,"Monitoring and management coordination struggles to keep pace at selected seams, increasing uncertainty about detection and response without assuming institutional collapse or disease outcomes. By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.","accepted vector, climate, hydrology, population, and governance context plus explicit scenario construction; By 2075, this is the C scenario's matured or diverged ecological state: warmth, variability, and selected response lags are entrenched without universal failure; it is not an observed distribution or forecast.",VFS-016,high,fictional,scenario,SCENARIO ASSUMPTION,false,"Qualitative assumption only; no vector count, abundance, prevalence, contact, infection, disease, probability, or exact range is assigned."
