state_id,scenario_id,scenario,horizon,archetype,baseline_system_ids,transmission_opportunity_state,environmental_interface_state,seasonal_or_contact_window,host_or_setting_interface,observability_boundary,current_fact,scenario_assumption,scenario_consequence,assumption_id,source_or_basis,plausibility,uncertainty,reality_status,canon_status,relationship_basis,notes
IDFT-A2075-zoonotic,A2075,Coordinated Prevention & Detection,2075,zoonotic,DID-010,selected animal-human interface opportunity is reduced or better buffered by prevention and continuity routines; residual opportunity remains (2075 institutionalized selected prevention and detection routines with residual interfaces),"wildlife, domestic-animal, occupational, environmental, and veterinary/public-health interfaces; selected maintenance and adaptation constrain some pathways",animal-contact and environmental windows; episodic or seasonal conditions remain possible,"wildlife, domestic-animal, occupational, and exposure-investigation settings; no individual contact or exposure is assigned","Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): Rabies system. Animal infection, potential exposure, PEP, human infection, and human disease remain separate records.","SCENARIO ASSUMPTION: Environmental-health prevention, vector observation, water-system maintenance, food safety interfaces, and host-interface attention become more coordinated and institutionalized in selected interfaces; episodic opportunities remain possible. 2075 is a matured coordinated state in which selected prevention, detection, and response routines are institutionalized while residual uncertainty remains.","SCENARIO CONSEQUENCE: 2075 is a matured coordinated state in which selected prevention, detection, and response routines are institutionalized while residual uncertainty remains. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-A2075-01,s13_cdc_rabies,moderate,moderate,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-A2075-healthcareAMR,A2075,Coordinated Prevention & Detection,2075,healthcare/AMR,DID-011;DID-012,selected healthcare and laboratory interface opportunity is reduced or better buffered by prevention and continuity routines; residual opportunity remains (2075 institutionalized selected prevention and detection routines with residual interfaces),"care settings, infection-control, laboratory, energy, communications, and reporting interfaces; selected maintenance and adaptation constrain some pathways","care, detection, and service-continuity windows; episodic or seasonal conditions remain possible","healthcare, laboratory, public-health, and generalized infrastructure settings; no individual contact or exposure is assigned","Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): Healthcare-associated infection system; Antimicrobial-resistance surveillance system. Generalized HAI system only; no facility ranking, performance score, patient data, or community-incidence inference. Generalized AR surveillance context only; national threat estimates are not Western Basin observations.","SCENARIO ASSUMPTION: Treatment resilience, cold-chain/storage continuity, laboratory capacity, energy, communications, and selected facility interfaces are adapted in a institutionalized in selected interfaces pattern without assuming universal performance. 2075 is a matured coordinated state in which selected prevention, detection, and response routines are institutionalized while residual uncertainty remains.","SCENARIO CONSEQUENCE: 2075 is a matured coordinated state in which selected prevention, detection, and response routines are institutionalized while residual uncertainty remains. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-A2075-05,phase3_energy_context,moderate,moderate,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-B2050-vectorborne,B2050,Networked but Uneven Adaptation,2050,vector-borne,DID-001;DID-002,"seasonal vector, host, and human-interface opportunity varies across a mosaic of stronger, weaker, and episodic nodes; it is not averaged (2050 emerging node differences and negotiated coverage)","climate, hydrology, vector ecology, host, and settlement interfaces; local infrastructure, land use, methods, and governance produce divergent conditions","seasonal windows and host/vector interfaces; timing differs by node, program, and setting",Culex/Ixodes ecology and aggregate settlement context; aggregate structure is not a contact event or infection observation,"Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): West Nile virus system; Lyme disease system. Included as a distinct vector-borne surveillance system; positive pools, human cases, infection, and local transmission remain separate; a vector record is not a human infection and is not local transmission. Uses accepted Phase 12 tick ecology context without reconstructing vector abundance or human exposure location.","SCENARIO ASSUMPTION: Environmental and host interfaces diverge across urban, wetland, agricultural, forest-edge, and healthcare settings; adaptation is emerging and selective in some nodes and limited in others. 2050 is an intermediate trajectory in which adaptation is distributed across basin nodes with uneven coverage, methods, and response timing.","SCENARIO CONSEQUENCE: 2050 is an intermediate trajectory in which adaptation is distributed across basin nodes with uneven coverage, methods, and response timing. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-B2050-01,phase12_vector_dependency_context,high,high,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-B2050-waterborneenvironmental,B2050,Networked but Uneven Adaptation,2050,waterborne/environmental,DID-003;DID-004,"water-associated environmental opportunity varies across a mosaic of stronger, weaker, and episodic nodes; it is not averaged (2050 emerging node differences and negotiated coverage)","flooding, runoff, treatment, wastewater, recreational-water, and building-water interfaces; local infrastructure, land use, methods, and governance produce divergent conditions","event- and season-dependent water conditions; timing differs by node, program, and setting","source-water, recreational-water, building-water, and investigation settings; aggregate structure is not a contact event or infection observation","Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): Legionellosis system; Waterborne enteric disease system. A building-water pathway is not a contamination, treatment-failure, exposure, infection, or illness finding by itself. Retained as a distinct multi-agent system; no nutrient, bloom, indicator, or infrastructure-age-to-illness inference is made.","SCENARIO ASSUMPTION: Environmental and host interfaces diverge across urban, wetland, agricultural, forest-edge, and healthcare settings; adaptation is emerging and selective in some nodes and limited in others. 2050 is an intermediate trajectory in which adaptation is distributed across basin nodes with uneven coverage, methods, and response timing.","SCENARIO CONSEQUENCE: 2050 is an intermediate trajectory in which adaptation is distributed across basin nodes with uneven coverage, methods, and response timing. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-B2050-01,s13_cdc_water_surv,high,high,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-B2050-foodborneenteric,B2050,Networked but Uneven Adaptation,2050,foodborne/enteric,DID-005;DID-006;DID-007,"food-chain and enteric interface opportunity varies across a mosaic of stronger, weaker, and episodic nodes; it is not averaged (2050 emerging node differences and negotiated coverage)","production, processing, storage, cold-chain, freight, and laboratory interfaces; local infrastructure, land use, methods, and governance produce divergent conditions","production, distribution, and investigation windows; timing differs by node, program, and setting","food, animal-contact, clinical-laboratory, and public-health settings; aggregate structure is not a contact event or infection observation","Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): Salmonella infection system; Campylobacter infection system; Shiga toxin-producing E. coli system. Kept distinct from Campylobacter, STEC, and outbreak records; it is not a composite disease-risk score and no composite enteric burden is created. FoodNet/LEDS/NNDSS system context is retained without treating surveillance coverage as all community infections. STEC O157 and non-O157 distinctions remain source-dependent; no illness or exposure location is inferred.","SCENARIO ASSUMPTION: Distributed mobility, freight, workplace, and settlement networks produce different interface pressures and investigation pathways; connectivity is emerging and selective but not uniform or equivalent to transmission. 2050 is an intermediate trajectory in which adaptation is distributed across basin nodes with uneven coverage, methods, and response timing.","SCENARIO CONSEQUENCE: 2050 is an intermediate trajectory in which adaptation is distributed across basin nodes with uneven coverage, methods, and response timing. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-B2050-02,phase5_freight_context,high,high,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-B2050-respiratory,B2050,Networked but Uneven Adaptation,2050,respiratory,DID-008;DID-009,"respiratory contact and setting opportunity varies across a mosaic of stronger, weaker, and episodic nodes; it is not averaged (2050 emerging node differences and negotiated coverage)","settlement, indoor/community settings, mobility, seasonality, wastewater, and healthcare interfaces; local infrastructure, land use, methods, and governance produce divergent conditions","seasonal and setting-dependent contact windows; timing differs by node, program, and setting","aggregate settlement, workplace, mobility, testing, and care settings; aggregate structure is not a contact event or infection observation","Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): Seasonal influenza system; SARS-CoV-2 community surveillance system. Included as a surveillance-system example, not a single transmission-rate or pandemic reconstruction. Wastewater is an observation stream; it does not supply an infection count, individual exposure estimate, or risk surface.","SCENARIO ASSUMPTION: Distributed mobility, freight, workplace, and settlement networks produce different interface pressures and investigation pathways; connectivity is emerging and selective but not uniform or equivalent to transmission. 2050 is an intermediate trajectory in which adaptation is distributed across basin nodes with uneven coverage, methods, and response timing.","SCENARIO CONSEQUENCE: 2050 is an intermediate trajectory in which adaptation is distributed across basin nodes with uneven coverage, methods, and response timing. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-B2050-02,phase11_mobility_context,high,high,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-B2050-zoonotic,B2050,Networked but Uneven Adaptation,2050,zoonotic,DID-010,"animal-human interface opportunity varies across a mosaic of stronger, weaker, and episodic nodes; it is not averaged (2050 emerging node differences and negotiated coverage)","wildlife, domestic-animal, occupational, environmental, and veterinary/public-health interfaces; local infrastructure, land use, methods, and governance produce divergent conditions","animal-contact and environmental windows; timing differs by node, program, and setting","wildlife, domestic-animal, occupational, and exposure-investigation settings; aggregate structure is not a contact event or infection observation","Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): Rabies system. Animal infection, potential exposure, PEP, human infection, and human disease remain separate records.","SCENARIO ASSUMPTION: Environmental and host interfaces diverge across urban, wetland, agricultural, forest-edge, and healthcare settings; adaptation is emerging and selective in some nodes and limited in others. 2050 is an intermediate trajectory in which adaptation is distributed across basin nodes with uneven coverage, methods, and response timing.","SCENARIO CONSEQUENCE: 2050 is an intermediate trajectory in which adaptation is distributed across basin nodes with uneven coverage, methods, and response timing. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-B2050-01,s13_cdc_rabies,high,high,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-B2050-healthcareAMR,B2050,Networked but Uneven Adaptation,2050,healthcare/AMR,DID-011;DID-012,"healthcare and laboratory interface opportunity varies across a mosaic of stronger, weaker, and episodic nodes; it is not averaged (2050 emerging node differences and negotiated coverage)","care settings, infection-control, laboratory, energy, communications, and reporting interfaces; local infrastructure, land use, methods, and governance produce divergent conditions","care, detection, and service-continuity windows; timing differs by node, program, and setting","healthcare, laboratory, public-health, and generalized infrastructure settings; aggregate structure is not a contact event or infection observation","Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): Healthcare-associated infection system; Antimicrobial-resistance surveillance system. Generalized HAI system only; no facility ranking, performance score, patient data, or community-incidence inference. Generalized AR surveillance context only; national threat estimates are not Western Basin observations.","SCENARIO ASSUMPTION: Treatment, cold chain, laboratory, energy, communications, and facility dependencies are buffered unevenly; local fallback capacity and maintenance practices remain emerging and selective. 2050 is an intermediate trajectory in which adaptation is distributed across basin nodes with uneven coverage, methods, and response timing.","SCENARIO CONSEQUENCE: 2050 is an intermediate trajectory in which adaptation is distributed across basin nodes with uneven coverage, methods, and response timing. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-B2050-05,phase3_energy_context,high,high,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-B2075-vectorborne,B2075,Networked but Uneven Adaptation,2075,vector-borne,DID-001;DID-002,"seasonal vector, host, and human-interface opportunity varies across a mosaic of stronger, weaker, and episodic nodes; it is not averaged (2075 durable mosaic of strong and weak nodes with persistent friction)","climate, hydrology, vector ecology, host, and settlement interfaces; local infrastructure, land use, methods, and governance produce divergent conditions","seasonal windows and host/vector interfaces; timing differs by node, program, and setting",Culex/Ixodes ecology and aggregate settlement context; aggregate structure is not a contact event or infection observation,"Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): West Nile virus system; Lyme disease system. Included as a distinct vector-borne surveillance system; positive pools, human cases, infection, and local transmission remain separate; a vector record is not a human infection and is not local transmission. Uses accepted Phase 12 tick ecology context without reconstructing vector abundance or human exposure location.","SCENARIO ASSUMPTION: Environmental and host interfaces diverge across urban, wetland, agricultural, forest-edge, and healthcare settings; adaptation is institutionalized in selected interfaces in some nodes and limited in others. 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.","SCENARIO CONSEQUENCE: 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-B2075-01,phase12_vector_dependency_context,high,high,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-B2075-waterborneenvironmental,B2075,Networked but Uneven Adaptation,2075,waterborne/environmental,DID-003;DID-004,"water-associated environmental opportunity varies across a mosaic of stronger, weaker, and episodic nodes; it is not averaged (2075 durable mosaic of strong and weak nodes with persistent friction)","flooding, runoff, treatment, wastewater, recreational-water, and building-water interfaces; local infrastructure, land use, methods, and governance produce divergent conditions","event- and season-dependent water conditions; timing differs by node, program, and setting","source-water, recreational-water, building-water, and investigation settings; aggregate structure is not a contact event or infection observation","Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): Legionellosis system; Waterborne enteric disease system. A building-water pathway is not a contamination, treatment-failure, exposure, infection, or illness finding by itself. Retained as a distinct multi-agent system; no nutrient, bloom, indicator, or infrastructure-age-to-illness inference is made.","SCENARIO ASSUMPTION: Environmental and host interfaces diverge across urban, wetland, agricultural, forest-edge, and healthcare settings; adaptation is institutionalized in selected interfaces in some nodes and limited in others. 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.","SCENARIO CONSEQUENCE: 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-B2075-01,s13_cdc_water_surv,high,high,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-B2075-foodborneenteric,B2075,Networked but Uneven Adaptation,2075,foodborne/enteric,DID-005;DID-006;DID-007,"food-chain and enteric interface opportunity varies across a mosaic of stronger, weaker, and episodic nodes; it is not averaged (2075 durable mosaic of strong and weak nodes with persistent friction)","production, processing, storage, cold-chain, freight, and laboratory interfaces; local infrastructure, land use, methods, and governance produce divergent conditions","production, distribution, and investigation windows; timing differs by node, program, and setting","food, animal-contact, clinical-laboratory, and public-health settings; aggregate structure is not a contact event or infection observation","Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): Salmonella infection system; Campylobacter infection system; Shiga toxin-producing E. coli system. Kept distinct from Campylobacter, STEC, and outbreak records; it is not a composite disease-risk score and no composite enteric burden is created. FoodNet/LEDS/NNDSS system context is retained without treating surveillance coverage as all community infections. STEC O157 and non-O157 distinctions remain source-dependent; no illness or exposure location is inferred.","SCENARIO ASSUMPTION: Distributed mobility, freight, workplace, and settlement networks produce different interface pressures and investigation pathways; connectivity is institutionalized in selected interfaces but not uniform or equivalent to transmission. 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.","SCENARIO CONSEQUENCE: 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-B2075-02,phase5_freight_context,high,high,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-B2075-respiratory,B2075,Networked but Uneven Adaptation,2075,respiratory,DID-008;DID-009,"respiratory contact and setting opportunity varies across a mosaic of stronger, weaker, and episodic nodes; it is not averaged (2075 durable mosaic of strong and weak nodes with persistent friction)","settlement, indoor/community settings, mobility, seasonality, wastewater, and healthcare interfaces; local infrastructure, land use, methods, and governance produce divergent conditions","seasonal and setting-dependent contact windows; timing differs by node, program, and setting","aggregate settlement, workplace, mobility, testing, and care settings; aggregate structure is not a contact event or infection observation","Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): Seasonal influenza system; SARS-CoV-2 community surveillance system. Included as a surveillance-system example, not a single transmission-rate or pandemic reconstruction. Wastewater is an observation stream; it does not supply an infection count, individual exposure estimate, or risk surface.","SCENARIO ASSUMPTION: Distributed mobility, freight, workplace, and settlement networks produce different interface pressures and investigation pathways; connectivity is institutionalized in selected interfaces but not uniform or equivalent to transmission. 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.","SCENARIO CONSEQUENCE: 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-B2075-02,phase11_mobility_context,high,high,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-B2075-zoonotic,B2075,Networked but Uneven Adaptation,2075,zoonotic,DID-010,"animal-human interface opportunity varies across a mosaic of stronger, weaker, and episodic nodes; it is not averaged (2075 durable mosaic of strong and weak nodes with persistent friction)","wildlife, domestic-animal, occupational, environmental, and veterinary/public-health interfaces; local infrastructure, land use, methods, and governance produce divergent conditions","animal-contact and environmental windows; timing differs by node, program, and setting","wildlife, domestic-animal, occupational, and exposure-investigation settings; aggregate structure is not a contact event or infection observation","Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): Rabies system. Animal infection, potential exposure, PEP, human infection, and human disease remain separate records.","SCENARIO ASSUMPTION: Environmental and host interfaces diverge across urban, wetland, agricultural, forest-edge, and healthcare settings; adaptation is institutionalized in selected interfaces in some nodes and limited in others. 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.","SCENARIO CONSEQUENCE: 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-B2075-01,s13_cdc_rabies,high,high,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-B2075-healthcareAMR,B2075,Networked but Uneven Adaptation,2075,healthcare/AMR,DID-011;DID-012,"healthcare and laboratory interface opportunity varies across a mosaic of stronger, weaker, and episodic nodes; it is not averaged (2075 durable mosaic of strong and weak nodes with persistent friction)","care settings, infection-control, laboratory, energy, communications, and reporting interfaces; local infrastructure, land use, methods, and governance produce divergent conditions","care, detection, and service-continuity windows; timing differs by node, program, and setting","healthcare, laboratory, public-health, and generalized infrastructure settings; aggregate structure is not a contact event or infection observation","Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): Healthcare-associated infection system; Antimicrobial-resistance surveillance system. Generalized HAI system only; no facility ranking, performance score, patient data, or community-incidence inference. Generalized AR surveillance context only; national threat estimates are not Western Basin observations.","SCENARIO ASSUMPTION: Treatment, cold chain, laboratory, energy, communications, and facility dependencies are buffered unevenly; local fallback capacity and maintenance practices remain institutionalized in selected interfaces. 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences.","SCENARIO CONSEQUENCE: 2075 is a matured mosaic in which strong and weak nodes remain connected through overlapping networks, local friction, and reporting differences. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-B2075-05,phase3_energy_context,high,high,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-C2050-vectorborne,C2050,Higher Transmission Opportunity / Response Strain,2050,vector-borne,DID-001;DID-002,"seasonal vector, host, and human-interface opportunity is more permissive in selected interfaces under environmental and response strain; uniform change is not assumed (2050 emerging opportunity seams and response strain)","climate, hydrology, vector ecology, host, and settlement interfaces; variability, disruption, and selected maintenance gaps create patchy conditions",seasonal windows and host/vector interfaces; longer or more variable windows are plausible in selected settings,"Culex/Ixodes ecology and aggregate settlement context; a permissive interface does not establish exposure, infection, or outbreak","Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): West Nile virus system; Lyme disease system. Included as a distinct vector-borne surveillance system; positive pools, human cases, infection, and local transmission remain separate; a vector record is not a human infection and is not local transmission. Uses accepted Phase 12 tick ecology context without reconstructing vector abundance or human exposure location.","SCENARIO ASSUMPTION: Warmer and more variable conditions, flooding/runoff contrasts, water-system interruptions, host interfaces, and developed-edge maintenance gaps create more permissive opportunity in selected systems; this pressure is emerging and selective. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.","SCENARIO CONSEQUENCE: 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-C2050-01,phase12_vector_dependency_context,exploratory,high,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-C2050-waterborneenvironmental,C2050,Higher Transmission Opportunity / Response Strain,2050,waterborne/environmental,DID-003;DID-004,water-associated environmental opportunity is more permissive in selected interfaces under environmental and response strain; uniform change is not assumed (2050 emerging opportunity seams and response strain),"flooding, runoff, treatment, wastewater, recreational-water, and building-water interfaces; variability, disruption, and selected maintenance gaps create patchy conditions",event- and season-dependent water conditions; longer or more variable windows are plausible in selected settings,"source-water, recreational-water, building-water, and investigation settings; a permissive interface does not establish exposure, infection, or outbreak","Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): Legionellosis system; Waterborne enteric disease system. A building-water pathway is not a contamination, treatment-failure, exposure, infection, or illness finding by itself. Retained as a distinct multi-agent system; no nutrient, bloom, indicator, or infrastructure-age-to-illness inference is made.","SCENARIO ASSUMPTION: Warmer and more variable conditions, flooding/runoff contrasts, water-system interruptions, host interfaces, and developed-edge maintenance gaps create more permissive opportunity in selected systems; this pressure is emerging and selective. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.","SCENARIO CONSEQUENCE: 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-C2050-01,s13_cdc_water_surv,exploratory,high,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-C2050-foodborneenteric,C2050,Higher Transmission Opportunity / Response Strain,2050,foodborne/enteric,DID-005;DID-006;DID-007,food-chain and enteric interface opportunity is more permissive in selected interfaces under environmental and response strain; uniform change is not assumed (2050 emerging opportunity seams and response strain),"production, processing, storage, cold-chain, freight, and laboratory interfaces; variability, disruption, and selected maintenance gaps create patchy conditions","production, distribution, and investigation windows; longer or more variable windows are plausible in selected settings","food, animal-contact, clinical-laboratory, and public-health settings; a permissive interface does not establish exposure, infection, or outbreak","Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): Salmonella infection system; Campylobacter infection system; Shiga toxin-producing E. coli system. Kept distinct from Campylobacter, STEC, and outbreak records; it is not a composite disease-risk score and no composite enteric burden is created. FoodNet/LEDS/NNDSS system context is retained without treating surveillance coverage as all community infections. STEC O157 and non-O157 distinctions remain source-dependent; no illness or exposure location is inferred.","SCENARIO ASSUMPTION: Mobility and freight connectivity remain consequential pathways while infrastructure disruption and access constraints increase selected interface friction; the pattern is emerging and selective, not an outbreak claim. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.","SCENARIO CONSEQUENCE: 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-C2050-02,phase5_freight_context,exploratory,high,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
IDFT-C2050-respiratory,C2050,Higher Transmission Opportunity / Response Strain,2050,respiratory,DID-008;DID-009,respiratory contact and setting opportunity is more permissive in selected interfaces under environmental and response strain; uniform change is not assumed (2050 emerging opportunity seams and response strain),"settlement, indoor/community settings, mobility, seasonality, wastewater, and healthcare interfaces; variability, disruption, and selected maintenance gaps create patchy conditions",seasonal and setting-dependent contact windows; longer or more variable windows are plausible in selected settings,"aggregate settlement, workplace, mobility, testing, and care settings; a permissive interface does not establish exposure, infection, or outbreak","Transmission opportunity is a qualitative systems interface; pathogen presence, exposure, infection, reported case, local transmission, outbreak, and disease burden remain separate.","CURRENT FACT (2026 baseline): Seasonal influenza system; SARS-CoV-2 community surveillance system. Included as a surveillance-system example, not a single transmission-rate or pandemic reconstruction. Wastewater is an observation stream; it does not supply an infection count, individual exposure estimate, or risk surface.","SCENARIO ASSUMPTION: Mobility and freight connectivity remain consequential pathways while infrastructure disruption and access constraints increase selected interface friction; the pattern is emerging and selective, not an outbreak claim. 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear.","SCENARIO CONSEQUENCE: 2050 is an intermediate trajectory in which selected environmental and infrastructure pressures widen opportunity seams while response strain begins to appear. The state changes opportunity and interface conditions only; no future incidence, case total, outbreak probability, or disease burden is projected.",IDFA-C2050-02,phase11_mobility_context,exploratory,high,fictional,scenario,scenario_assumption,"Scenario state is qualitative and archetype-specific; transmission opportunity does not equal future incidence, and environmental suitability does not equal disease burden."
