assumption_id,scenario_id,scenario_year,pathway_family,assumption,driver,basis,source_id,plausibility,uncertainty,dependency,status,notes
EA-03-03,B,2050,Soil / Groundwater / Legacy Contamination,Soil / Groundwater / Legacy Contamination follows the B institutional pathway at 2050; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,targeted controls in a working landscape,noaa_climate,moderate,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-03-04,B,2050,Food / Fish / Recreational Water,Food / Fish / Recreational Water follows the B institutional pathway at 2050; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,targeted controls in a working landscape,noaa_climate,moderate,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-03-05,B,2050,Heat,Heat follows the B institutional pathway at 2050; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,targeted controls in a working landscape,noaa_climate,moderate,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-04-01,B,2075,Drinking Water / HAB,Drinking Water / HAB follows the B institutional pathway at 2075; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,targeted controls in a working landscape,noaa_climate,moderate,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-04-02,B,2075,Ambient Air,Ambient Air follows the B institutional pathway at 2075; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,targeted controls in a working landscape,noaa_climate,moderate,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-04-03,B,2075,Soil / Groundwater / Legacy Contamination,Soil / Groundwater / Legacy Contamination follows the B institutional pathway at 2075; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,targeted controls in a working landscape,noaa_climate,moderate,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-04-04,B,2075,Food / Fish / Recreational Water,Food / Fish / Recreational Water follows the B institutional pathway at 2075; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,targeted controls in a working landscape,noaa_climate,moderate,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-04-05,B,2075,Heat,Heat follows the B institutional pathway at 2075; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,targeted controls in a working landscape,noaa_climate,moderate,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-05-01,C,2050,Drinking Water / HAB,Drinking Water / HAB follows the C institutional pathway at 2050; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,compound stress and constrained institutions,noaa_climate,exploratory,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-05-02,C,2050,Ambient Air,Ambient Air follows the C institutional pathway at 2050; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,compound stress and constrained institutions,noaa_climate,exploratory,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-05-03,C,2050,Soil / Groundwater / Legacy Contamination,Soil / Groundwater / Legacy Contamination follows the C institutional pathway at 2050; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,compound stress and constrained institutions,noaa_climate,exploratory,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-05-04,C,2050,Food / Fish / Recreational Water,Food / Fish / Recreational Water follows the C institutional pathway at 2050; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,compound stress and constrained institutions,noaa_climate,exploratory,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-05-05,C,2050,Heat,Heat follows the C institutional pathway at 2050; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,compound stress and constrained institutions,noaa_climate,exploratory,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-06-01,C,2075,Drinking Water / HAB,Drinking Water / HAB follows the C institutional pathway at 2075; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,compound stress and constrained institutions,noaa_climate,exploratory,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-06-02,C,2075,Ambient Air,Ambient Air follows the C institutional pathway at 2075; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,compound stress and constrained institutions,noaa_climate,exploratory,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-06-03,C,2075,Soil / Groundwater / Legacy Contamination,Soil / Groundwater / Legacy Contamination follows the C institutional pathway at 2075; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,compound stress and constrained institutions,noaa_climate,exploratory,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-06-04,C,2075,Food / Fish / Recreational Water,Food / Fish / Recreational Water follows the C institutional pathway at 2075; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,compound stress and constrained institutions,noaa_climate,exploratory,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-06-05,C,2075,Heat,Heat follows the C institutional pathway at 2075; monitoring and control states evolve qualitatively.,environmental conditions and institutional capacity,compound stress and constrained institutions,noaa_climate,exploratory,moderate,monitoring/control capacity,scenario,"No exposure, dose, or illness is implied."
EA-01-06,A,2050,All pathways,Institutional data integration and public information evolve with the scenario.,institutional capacity,"proactive civic infrastructure, integration, adaptation",noaa_climate,moderate,moderate,data and maintenance,scenario,Qualitative scenario premise; no probability.
EA-02-06,A,2075,All pathways,Institutional data integration and public information evolve with the scenario.,institutional capacity,"proactive civic infrastructure, integration, adaptation",noaa_climate,moderate,moderate,data and maintenance,scenario,Qualitative scenario premise; no probability.
EA-03-06,B,2050,All pathways,Institutional data integration and public information evolve with the scenario.,institutional capacity,targeted controls in a working landscape,noaa_climate,moderate,moderate,data and maintenance,scenario,Qualitative scenario premise; no probability.
EA-04-06,B,2075,All pathways,Institutional data integration and public information evolve with the scenario.,institutional capacity,targeted controls in a working landscape,noaa_climate,moderate,moderate,data and maintenance,scenario,Qualitative scenario premise; no probability.
EA-05-06,C,2050,All pathways,Institutional data integration and public information evolve with the scenario.,institutional capacity,compound stress and constrained institutions,noaa_climate,moderate,moderate,data and maintenance,scenario,Qualitative scenario premise; no probability.
EA-06-06,C,2075,All pathways,Institutional data integration and public information evolve with the scenario.,institutional capacity,compound stress and constrained institutions,noaa_climate,moderate,moderate,data and maintenance,scenario,Qualitative scenario premise; no probability.
