record_id,metric,value,units,reference_year,release_year,estimate_period,geographic_unit,geographic_scale,origin_node_id,destination_node_id,source_product,observed_estimated_modeled,source_id,confidence,reality_status,canon_status,notes
MOB-39095-JOBS,job_count,202605.0,jobs,2023,2025,2023,39095,county,POP-ZONE-39095,,LODES 8.4 WAC 2023,modeled,s11b_lodes_oh_wac,high,real,verified,Workplace job count; not resident population or commuter flow.
MOB-39095-WORKERS,worker_count,186747.0,workers,2023,2025,2023,39095,county,POP-ZONE-39095,,LODES 8.4 RAC 2023,modeled,s11b_lodes_oh_rac,high,real,verified,Residence-based worker tabulation; not population count or migration.
MOB-39095-BAL,workplace_residence_difference,15858.0,jobs_minus_workers,2023/2023,2025,2023/2023,39095,county,POP-ZONE-39095,,LODES 8.4 WAC/RAC comparison 2023/2023,modeled,s11b_lodes_oh_wac_rac,high,real,verified,Same-vintage workplace-minus-resident-worker comparison; not a causal employment-access or migration measure.
MOB-39123-JOBS,job_count,12612.0,jobs,2023,2025,2023,39123,county,POP-ZONE-39123,,LODES 8.4 WAC 2023,modeled,s11b_lodes_oh_wac,high,real,verified,Workplace job count; not resident population or commuter flow.
MOB-39123-WORKERS,worker_count,18167.0,workers,2023,2025,2023,39123,county,POP-ZONE-39123,,LODES 8.4 RAC 2023,modeled,s11b_lodes_oh_rac,high,real,verified,Residence-based worker tabulation; not population count or migration.
MOB-39123-BAL,workplace_residence_difference,-5555.0,jobs_minus_workers,2023/2023,2025,2023/2023,39123,county,POP-ZONE-39123,,LODES 8.4 WAC/RAC comparison 2023/2023,modeled,s11b_lodes_oh_wac_rac,high,real,verified,Same-vintage workplace-minus-resident-worker comparison; not a causal employment-access or migration measure.
MOB-39125-JOBS,job_count,4992.0,jobs,2023,2025,2023,39125,county,POP-ZONE-39125,,LODES 8.4 WAC 2023,modeled,s11b_lodes_oh_wac,high,real,verified,Workplace job count; not resident population or commuter flow.
MOB-39125-WORKERS,worker_count,9376.0,workers,2023,2025,2023,39125,county,POP-ZONE-39125,,LODES 8.4 RAC 2023,modeled,s11b_lodes_oh_rac,high,real,verified,Residence-based worker tabulation; not population count or migration.
MOB-39125-BAL,workplace_residence_difference,-4384.0,jobs_minus_workers,2023/2023,2025,2023/2023,39125,county,POP-ZONE-39125,,LODES 8.4 WAC/RAC comparison 2023/2023,modeled,s11b_lodes_oh_wac_rac,high,real,verified,Same-vintage workplace-minus-resident-worker comparison; not a causal employment-access or migration measure.
MOB-39137-JOBS,job_count,12192.0,jobs,2023,2025,2023,39137,county,POP-ZONE-39137,,LODES 8.4 WAC 2023,modeled,s11b_lodes_oh_wac,high,real,verified,Workplace job count; not resident population or commuter flow.
MOB-39137-WORKERS,worker_count,17369.0,workers,2023,2025,2023,39137,county,POP-ZONE-39137,,LODES 8.4 RAC 2023,modeled,s11b_lodes_oh_rac,high,real,verified,Residence-based worker tabulation; not population count or migration.
MOB-39137-BAL,workplace_residence_difference,-5177.0,jobs_minus_workers,2023/2023,2025,2023/2023,39137,county,POP-ZONE-39137,,LODES 8.4 WAC/RAC comparison 2023/2023,modeled,s11b_lodes_oh_wac_rac,high,real,verified,Same-vintage workplace-minus-resident-worker comparison; not a causal employment-access or migration measure.
MOB-39143-JOBS,job_count,26036.0,jobs,2023,2025,2023,39143,county,POP-ZONE-39143,,LODES 8.4 WAC 2023,modeled,s11b_lodes_oh_wac,high,real,verified,Workplace job count; not resident population or commuter flow.
MOB-39143-WORKERS,worker_count,28932.0,workers,2023,2025,2023,39143,county,POP-ZONE-39143,,LODES 8.4 RAC 2023,modeled,s11b_lodes_oh_rac,high,real,verified,Residence-based worker tabulation; not population count or migration.
MOB-39143-BAL,workplace_residence_difference,-2896.0,jobs_minus_workers,2023/2023,2025,2023/2023,39143,county,POP-ZONE-39143,,LODES 8.4 WAC/RAC comparison 2023/2023,modeled,s11b_lodes_oh_wac_rac,high,real,verified,Same-vintage workplace-minus-resident-worker comparison; not a causal employment-access or migration measure.
MOB-39147-JOBS,job_count,18247.0,jobs,2023,2025,2023,39147,county,POP-ZONE-39147,,LODES 8.4 WAC 2023,modeled,s11b_lodes_oh_wac,high,real,verified,Workplace job count; not resident population or commuter flow.
MOB-39147-WORKERS,worker_count,25145.0,workers,2023,2025,2023,39147,county,POP-ZONE-39147,,LODES 8.4 RAC 2023,modeled,s11b_lodes_oh_rac,high,real,verified,Residence-based worker tabulation; not population count or migration.
MOB-39147-BAL,workplace_residence_difference,-6898.0,jobs_minus_workers,2023/2023,2025,2023/2023,39147,county,POP-ZONE-39147,,LODES 8.4 WAC/RAC comparison 2023/2023,modeled,s11b_lodes_oh_wac_rac,high,real,verified,Same-vintage workplace-minus-resident-worker comparison; not a causal employment-access or migration measure.
MOB-39161-JOBS,job_count,11293.0,jobs,2023,2025,2023,39161,county,POP-ZONE-39161,,LODES 8.4 WAC 2023,modeled,s11b_lodes_oh_wac,high,real,verified,Workplace job count; not resident population or commuter flow.
MOB-39161-WORKERS,worker_count,14912.0,workers,2023,2025,2023,39161,county,POP-ZONE-39161,,LODES 8.4 RAC 2023,modeled,s11b_lodes_oh_rac,high,real,verified,Residence-based worker tabulation; not population count or migration.
MOB-39161-BAL,workplace_residence_difference,-3619.0,jobs_minus_workers,2023/2023,2025,2023/2023,39161,county,POP-ZONE-39161,,LODES 8.4 WAC/RAC comparison 2023/2023,modeled,s11b_lodes_oh_wac_rac,high,real,verified,Same-vintage workplace-minus-resident-worker comparison; not a causal employment-access or migration measure.
MOB-39171-JOBS,job_count,16679.0,jobs,2023,2025,2023,39171,county,POP-ZONE-39171,,LODES 8.4 WAC 2023,modeled,s11b_lodes_oh_wac,high,real,verified,Workplace job count; not resident population or commuter flow.
MOB-39171-WORKERS,worker_count,17976.0,workers,2023,2025,2023,39171,county,POP-ZONE-39171,,LODES 8.4 RAC 2023,modeled,s11b_lodes_oh_rac,high,real,verified,Residence-based worker tabulation; not population count or migration.
MOB-39171-BAL,workplace_residence_difference,-1297.0,jobs_minus_workers,2023/2023,2025,2023/2023,39171,county,POP-ZONE-39171,,LODES 8.4 WAC/RAC comparison 2023/2023,modeled,s11b_lodes_oh_wac_rac,high,real,verified,Same-vintage workplace-minus-resident-worker comparison; not a causal employment-access or migration measure.
MOB-39173-JOBS,job_count,73615.0,jobs,2023,2025,2023,39173,county,POP-ZONE-39173,,LODES 8.4 WAC 2023,modeled,s11b_lodes_oh_wac,high,real,verified,Workplace job count; not resident population or commuter flow.
MOB-39173-WORKERS,worker_count,59788.0,workers,2023,2025,2023,39173,county,POP-ZONE-39173,,LODES 8.4 RAC 2023,modeled,s11b_lodes_oh_rac,high,real,verified,Residence-based worker tabulation; not population count or migration.
MOB-39173-BAL,workplace_residence_difference,13827.0,jobs_minus_workers,2023/2023,2025,2023/2023,39173,county,POP-ZONE-39173,,LODES 8.4 WAC/RAC comparison 2023/2023,modeled,s11b_lodes_oh_wac_rac,high,real,verified,Same-vintage workplace-minus-resident-worker comparison; not a causal employment-access or migration measure.
MOB-26091-JOBS,job_count,24864.0,jobs,2021,2025,2021,26091,county,POP-ZONE-26091,,LODES 8.4 WAC 2021,modeled,s11b_lodes_mi_wac,high,real,verified,Workplace job count; not resident population or commuter flow.
MOB-26091-WORKERS,worker_count,4213.0,workers,2023,2025,2023,26091,county,POP-ZONE-26091,,LODES 8.4 RAC 2023,modeled,s11b_lodes_mi_rac,high,real,verified,Residence-based worker tabulation; not population count or migration.
MOB-26115-JOBS,job_count,38727.0,jobs,2021,2025,2021,26115,county,POP-ZONE-26115,,LODES 8.4 WAC 2021,modeled,s11b_lodes_mi_wac,high,real,verified,Workplace job count; not resident population or commuter flow.
MOB-26115-WORKERS,worker_count,15174.0,workers,2023,2025,2023,26115,county,POP-ZONE-26115,,LODES 8.4 RAC 2023,modeled,s11b_lodes_mi_rac,high,real,verified,Residence-based worker tabulation; not population count or migration.
MOB-18003-JOBS,job_count,204663.0,jobs,2023,2025,2023,18003,county,POP-ZONE-18003,,LODES 8.4 WAC 2023,modeled,s11b_lodes_in_wac,high,real,verified,Workplace job count; not resident population or commuter flow.
MOB-18003-WORKERS,worker_count,186506.0,workers,2023,2025,2023,18003,county,POP-ZONE-18003,,LODES 8.4 RAC 2023,modeled,s11b_lodes_in_rac,high,real,verified,Residence-based worker tabulation; not population count or migration.
MOB-18003-BAL,workplace_residence_difference,18157.0,jobs_minus_workers,2023/2023,2025,2023/2023,18003,county,POP-ZONE-18003,,LODES 8.4 WAC/RAC comparison 2023/2023,modeled,s11b_lodes_in_wac_rac,high,real,verified,Same-vintage workplace-minus-resident-worker comparison; not a causal employment-access or migration measure.
MOB-18033-JOBS,job_count,21740.0,jobs,2023,2025,2023,18033,county,POP-ZONE-18033,,LODES 8.4 WAC 2023,modeled,s11b_lodes_in_wac,high,real,verified,Workplace job count; not resident population or commuter flow.
MOB-18033-WORKERS,worker_count,21931.0,workers,2023,2025,2023,18033,county,POP-ZONE-18033,,LODES 8.4 RAC 2023,modeled,s11b_lodes_in_rac,high,real,verified,Residence-based worker tabulation; not population count or migration.
MOB-18033-BAL,workplace_residence_difference,-191.0,jobs_minus_workers,2023/2023,2025,2023/2023,18033,county,POP-ZONE-18033,,LODES 8.4 WAC/RAC comparison 2023/2023,modeled,s11b_lodes_in_wac_rac,high,real,verified,Same-vintage workplace-minus-resident-worker comparison; not a causal employment-access or migration measure.
MOB-18151-JOBS,job_count,15877.0,jobs,2023,2025,2023,18151,county,POP-ZONE-18151,,LODES 8.4 WAC 2023,modeled,s11b_lodes_in_wac,high,real,verified,Workplace job count; not resident population or commuter flow.
MOB-18151-WORKERS,worker_count,15760.0,workers,2023,2025,2023,18151,county,POP-ZONE-18151,,LODES 8.4 RAC 2023,modeled,s11b_lodes_in_rac,high,real,verified,Residence-based worker tabulation; not population count or migration.
MOB-18151-BAL,workplace_residence_difference,117.0,jobs_minus_workers,2023/2023,2025,2023/2023,18151,county,POP-ZONE-18151,,LODES 8.4 WAC/RAC comparison 2023/2023,modeled,s11b_lodes_in_wac_rac,high,real,verified,Same-vintage workplace-minus-resident-worker comparison; not a causal employment-access or migration measure.
MOB-39039-drive_alone_share,drive_alone_share,83.6591258510872,percent,2024,2025,2020-2024,39039,county,POP-ZONE-39039,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39039-carpool_share,carpool_share,7.654293872172194,percent,2024,2025,2020-2024,39039,county,POP-ZONE-39039,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39039-public_transit_share,public_transit_share,0.0,percent,2024,2025,2020-2024,39039,county,POP-ZONE-39039,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39039-walk_share,walk_share,1.4056665934548649,percent,2024,2025,2020-2024,39039,county,POP-ZONE-39039,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39039-work_from_home_share,work_from_home_share,5.968592137052493,percent,2024,2025,2020-2024,39039,county,POP-ZONE-39039,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39039-commute_45_plus_share,commute_45_plus_share,7.877372262773723,percent,2024,2025,2020-2024,39039,county,POP-ZONE-39039,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39051-drive_alone_share,drive_alone_share,87.44156291521087,percent,2024,2025,2020-2024,39051,county,POP-ZONE-39051,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39051-carpool_share,carpool_share,4.4535209881403475,percent,2024,2025,2020-2024,39051,county,POP-ZONE-39051,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39051-public_transit_share,public_transit_share,0.44781260764726144,percent,2024,2025,2020-2024,39051,county,POP-ZONE-39051,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39051-walk_share,walk_share,1.7321982185916047,percent,2024,2025,2020-2024,39051,county,POP-ZONE-39051,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39051-work_from_home_share,work_from_home_share,5.2802519561045225,percent,2024,2025,2020-2024,39051,county,POP-ZONE-39051,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39051-commute_45_plus_share,commute_45_plus_share,14.224854530340814,percent,2024,2025,2020-2024,39051,county,POP-ZONE-39051,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39063-drive_alone_share,drive_alone_share,78.62826828344069,percent,2024,2025,2020-2024,39063,county,POP-ZONE-39063,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39063-carpool_share,carpool_share,8.147025388404698,percent,2024,2025,2020-2024,39063,county,POP-ZONE-39063,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39063-public_transit_share,public_transit_share,0.07849293563579278,percent,2024,2025,2020-2024,39063,county,POP-ZONE-39063,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39063-walk_share,walk_share,1.951496779082986,percent,2024,2025,2020-2024,39063,county,POP-ZONE-39063,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39063-work_from_home_share,work_from_home_share,9.695230877496886,percent,2024,2025,2020-2024,39063,county,POP-ZONE-39063,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39063-commute_45_plus_share,commute_45_plus_share,7.571034648123725,percent,2024,2025,2020-2024,39063,county,POP-ZONE-39063,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39069-drive_alone_share,drive_alone_share,85.17629407351838,percent,2024,2025,2020-2024,39069,county,POP-ZONE-39069,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39069-carpool_share,carpool_share,7.22430607651913,percent,2024,2025,2020-2024,39069,county,POP-ZONE-39069,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39069-public_transit_share,public_transit_share,0.18004501125281322,percent,2024,2025,2020-2024,39069,county,POP-ZONE-39069,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39069-walk_share,walk_share,0.9452363090772693,percent,2024,2025,2020-2024,39069,county,POP-ZONE-39069,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39069-work_from_home_share,work_from_home_share,5.791447861965492,percent,2024,2025,2020-2024,39069,county,POP-ZONE-39069,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39069-commute_45_plus_share,commute_45_plus_share,12.517916865742954,percent,2024,2025,2020-2024,39069,county,POP-ZONE-39069,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39095-drive_alone_share,drive_alone_share,78.61749788241538,percent,2024,2025,2020-2024,39095,county,POP-ZONE-39095,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39095-carpool_share,carpool_share,8.948963659186235,percent,2024,2025,2020-2024,39095,county,POP-ZONE-39095,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39095-public_transit_share,public_transit_share,0.7837614426109052,percent,2024,2025,2020-2024,39095,county,POP-ZONE-39095,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39095-walk_share,walk_share,1.5522150445458163,percent,2024,2025,2020-2024,39095,county,POP-ZONE-39095,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39095-work_from_home_share,work_from_home_share,8.899468307667187,percent,2024,2025,2020-2024,39095,county,POP-ZONE-39095,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39095-commute_45_plus_share,commute_45_plus_share,6.877005886734963,percent,2024,2025,2020-2024,39095,county,POP-ZONE-39095,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39123-drive_alone_share,drive_alone_share,81.14094322294851,percent,2024,2025,2020-2024,39123,county,POP-ZONE-39123,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39123-carpool_share,carpool_share,6.525849494894927,percent,2024,2025,2020-2024,39123,county,POP-ZONE-39123,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39123-public_transit_share,public_transit_share,0.4213710766571228,percent,2024,2025,2020-2024,39123,county,POP-ZONE-39123,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39123-walk_share,walk_share,1.680082113338015,percent,2024,2025,2020-2024,39123,county,POP-ZONE-39123,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39123-work_from_home_share,work_from_home_share,7.773756144994867,percent,2024,2025,2020-2024,39123,county,POP-ZONE-39123,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39123-commute_45_plus_share,commute_45_plus_share,11.720946579194,percent,2024,2025,2020-2024,39123,county,POP-ZONE-39123,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39125-drive_alone_share,drive_alone_share,84.77018065401326,percent,2024,2025,2020-2024,39125,county,POP-ZONE-39125,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39125-carpool_share,carpool_share,8.998399268236907,percent,2024,2025,2020-2024,39125,county,POP-ZONE-39125,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39125-public_transit_share,public_transit_share,0.0,percent,2024,2025,2020-2024,39125,county,POP-ZONE-39125,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39125-walk_share,walk_share,1.8294077292476558,percent,2024,2025,2020-2024,39125,county,POP-ZONE-39125,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39125-work_from_home_share,work_from_home_share,4.070432197576035,percent,2024,2025,2020-2024,39125,county,POP-ZONE-39125,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39125-commute_45_plus_share,commute_45_plus_share,12.681764004767581,percent,2024,2025,2020-2024,39125,county,POP-ZONE-39125,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39137-drive_alone_share,drive_alone_share,85.35652381806229,percent,2024,2025,2020-2024,39137,county,POP-ZONE-39137,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39137-carpool_share,carpool_share,5.953021337636722,percent,2024,2025,2020-2024,39137,county,POP-ZONE-39137,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39137-public_transit_share,public_transit_share,0.20321558783097243,percent,2024,2025,2020-2024,39137,county,POP-ZONE-39137,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39137-walk_share,walk_share,2.0441097364174285,percent,2024,2025,2020-2024,39137,county,POP-ZONE-39137,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39137-work_from_home_share,work_from_home_share,6.126352280198434,percent,2024,2025,2020-2024,39137,county,POP-ZONE-39137,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39137-commute_45_plus_share,commute_45_plus_share,9.187571628676938,percent,2024,2025,2020-2024,39137,county,POP-ZONE-39137,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39143-drive_alone_share,drive_alone_share,84.84871638141809,percent,2024,2025,2020-2024,39143,county,POP-ZONE-39143,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39143-carpool_share,carpool_share,7.34260391198044,percent,2024,2025,2020-2024,39143,county,POP-ZONE-39143,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39143-public_transit_share,public_transit_share,0.4125916870415648,percent,2024,2025,2020-2024,39143,county,POP-ZONE-39143,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39143-walk_share,walk_share,1.7344132029339852,percent,2024,2025,2020-2024,39143,county,POP-ZONE-39143,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39143-work_from_home_share,work_from_home_share,4.206143031784841,percent,2024,2025,2020-2024,39143,county,POP-ZONE-39143,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39143-commute_45_plus_share,commute_45_plus_share,8.97308075772682,percent,2024,2025,2020-2024,39143,county,POP-ZONE-39143,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
MOB-39147-drive_alone_share,drive_alone_share,81.64881407804133,percent,2024,2025,2020-2024,39147,county,POP-ZONE-39147,,ACS 2024 5-year B08301/B08303,estimated,s11b_acs_commute_2024,moderate,real,verified,Residence-based commuting estimate; commuting is not migration or individual movement.
