node_id,node_type,name,state,geoid,geographic_unit,geographic_scale,latitude,longitude,settlement_class,study_frame,source_id,confidence,reality_status,canon_status,notes
MUNI-1835266,municipality,Huntertown town,IN,1600000US1835266,place,place,41.2215566,-85.1702549,rural_settlement,western_basin_core_county_frame,s11a_decennial_in_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-1852992,municipality,New Haven city,IN,1600000US1852992,place,place,41.0679053,-85.0162817,suburban_center,western_basin_core_county_frame,s11a_decennial_in_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-2600440,municipality,Adrian city,MI,1600000US2600440,place,place,41.8987804,-84.0448289,suburban_center,western_basin_core_county_frame,s11a_decennial_mi_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-2623380,municipality,Dundee village,MI,1600000US2623380,place,place,41.9664848,-83.6694188,rural_settlement,western_basin_core_county_frame,s11a_decennial_mi_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-2645420,municipality,Lambertville CDP,MI,1600000US2645420,place,place,41.745082,-83.6218255,suburban_center,western_basin_core_county_frame,s11a_decennial_mi_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-2653920,municipality,Milan city,MI,1600000US2653920,place,place,42.081347,-83.6847927,rural_settlement,western_basin_core_county_frame,s11a_decennial_mi_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-2655020,municipality,Monroe city,MI,1600000US2655020,place,place,41.9165856,-83.3843237,suburban_center,western_basin_core_county_frame,s11a_decennial_mi_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-2675140,municipality,South Monroe CDP,MI,1600000US2675140,place,place,41.8926592,-83.4185603,rural_settlement,western_basin_core_county_frame,s11a_decennial_mi_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-2679120,municipality,Tecumseh city,MI,1600000US2679120,place,place,42.0061138,-83.944443,rural_settlement,western_basin_core_county_frame,s11a_decennial_mi_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-2679240,municipality,Temperance CDP,MI,1600000US2679240,place,place,41.767537,-83.5716725,rural_settlement,western_basin_core_county_frame,s11a_decennial_mi_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3907972,municipality,Bowling Green city,OH,1600000US3907972,place,place,41.3776768,-83.6495839,suburban_center,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3909792,municipality,Bryan city,OH,1600000US3909792,place,place,41.4702892,-84.5480837,rural_settlement,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3916308,municipality,Clyde city,OH,1600000US3916308,place,place,41.3035849,-82.9794246,rural_settlement,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3921308,municipality,Defiance city,OH,1600000US3921308,place,place,41.2809905,-84.3658346,suburban_center,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3927048,municipality,Findlay city,OH,1600000US3927048,place,place,41.0473644,-83.6380934,suburban_center,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3928014,municipality,Fostoria city,OH,1600000US3928014,place,place,41.1602341,-83.4124409,suburban_center,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3928826,municipality,Fremont city,OH,1600000US3928826,place,place,41.3530188,-83.1155897,suburban_center,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3948342,municipality,Maumee city,OH,1600000US3948342,place,place,41.5711252,-83.6662496,suburban_center,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3953550,municipality,Napoleon city,OH,1600000US3953550,place,place,41.3979686,-84.1249842,rural_settlement,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3957190,municipality,Northwood city,OH,1600000US3957190,place,place,41.6100639,-83.4827043,rural_settlement,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3958730,municipality,Oregon city,OH,1600000US3958730,place,place,41.655956,-83.4383245,suburban_center,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3962148,municipality,Perrysburg city,OH,1600000US3962148,place,place,41.5389861,-83.6441321,suburban_center,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3964150,municipality,Port Clinton city,OH,1600000US3964150,place,place,41.5097181,-82.9383391,rural_settlement,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3968686,municipality,Rossford city,OH,1600000US3968686,place,place,41.5775717,-83.5721782,rural_settlement,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3976022,municipality,Sylvania city,OH,1600000US3976022,place,place,41.7103622,-83.7102124,suburban_center,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3976778,municipality,Tiffin city,OH,1600000US3976778,place,place,41.1165706,-83.1809767,suburban_center,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3977000,municipality,Toledo city,OH,1600000US3977000,place,place,41.664071,-83.5818608,urban_center,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3979562,municipality,Van Wert city,OH,1600000US3979562,place,place,40.8647965,-84.5885183,suburban_center,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3981858,municipality,Waterville city,OH,1600000US3981858,place,place,41.5019712,-83.7368523,rural_settlement,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
MUNI-3981928,municipality,Wauseon city,OH,1600000US3981928,place,place,41.553441,-84.1401358,rural_settlement,western_basin_core_county_frame,s11a_decennial_oh_pl,high,real,verified,Generalized place-size context; not an official urban/rural classification or service assignment.
EMP-18003,employment_center,Allen County employment concentration,IN,18003,county,county,41.09079660270694,-85.06656726150952,employment_concentration,western_basin_core_county_frame,s11b_lodes_in_wac,high,real,verified,LODES workplace count aggregated to county; not a list of individual employers or jobs at a specific address.
EMP-39095,employment_center,Lucas County employment concentration,OH,39095,county,county,41.68429801148275,-83.4689078454401,employment_concentration,western_basin_core_county_frame,s11b_lodes_oh_wac,high,real,verified,LODES workplace count aggregated to county; not a list of individual employers or jobs at a specific address.
EMP-39173,employment_center,Wood County employment concentration,OH,39173,county,county,41.361551725287114,-83.62310961583917,employment_concentration,western_basin_core_county_frame,s11b_lodes_oh_wac,high,real,verified,LODES workplace count aggregated to county; not a list of individual employers or jobs at a specific address.
EMP-39063,employment_center,Hancock County employment concentration,OH,39063,county,county,41.00184990042036,-83.66658280862177,employment_concentration,western_basin_core_county_frame,s11b_lodes_oh_wac,high,real,verified,LODES workplace count aggregated to county; not a list of individual employers or jobs at a specific address.
EMP-26115,employment_center,Monroe County employment concentration,MI,26115,county,county,41.92133242119052,-83.49437913264413,employment_concentration,western_basin_core_county_frame,s11b_lodes_mi_wac,high,real,verified,LODES workplace count aggregated to county; not a list of individual employers or jobs at a specific address.
EMP-39143,employment_center,Sandusky County employment concentration,OH,39143,county,county,41.35746686715614,-83.14387705178287,employment_concentration,western_basin_core_county_frame,s11b_lodes_oh_wac,high,real,verified,LODES workplace count aggregated to county; not a list of individual employers or jobs at a specific address.
EMP-26091,employment_center,Lenawee County employment concentration,MI,26091,county,county,41.895023769222725,-84.06638178458512,employment_concentration,western_basin_core_county_frame,s11b_lodes_mi_wac,high,real,verified,LODES workplace count aggregated to county; not a list of individual employers or jobs at a specific address.
EMP-18033,employment_center,DeKalb County employment concentration,IN,18033,county,county,41.397540263403975,-84.9990876850778,employment_concentration,western_basin_core_county_frame,s11b_lodes_in_wac,high,real,verified,LODES workplace count aggregated to county; not a list of individual employers or jobs at a specific address.
EMP-39147,employment_center,Seneca County employment concentration,OH,39147,county,county,41.12390335344081,-83.12770544535557,employment_concentration,western_basin_core_county_frame,s11b_lodes_oh_wac,high,real,verified,LODES workplace count aggregated to county; not a list of individual employers or jobs at a specific address.
EMP-39051,employment_center,Fulton County employment concentration,OH,39051,county,county,41.60181436210216,-84.13007760559009,employment_concentration,western_basin_core_county_frame,s11b_lodes_oh_wac,high,real,verified,LODES workplace count aggregated to county; not a list of individual employers or jobs at a specific address.
